"","case","iteration","p_HP","HP","p_DD","DD","p_PS1","PS1","p_PS2","PS2"
"72",1,72,0.176,0.218507313395985,0.116,0.214696108422643,0.68,0.00922322532207054,0.656,0.154454647411677
"73",1,73,0.56,0.134677492636522,0.74,0.128738451553889,0.424,0.0795199832342188,0.44,0.110697059865076
"74",1,74,0.846,0.577518517114161,0.862,0.580525775786657,0.802,0.0947217048015134,0.788,0.56734269702277
"75",1,75,0.166,0.205965953713267,0.166,0.201814517353535,0.656,0.0292104386461383,0.63,0.277258736271641
"76",1,76,0.256,0.163801478912441,0.038,0.158542724661467,0.896,0.23571256620984,0.866,0.923828012273164
"77",1,77,0.47,0.705754861111295,0.486,0.709121231011352,0.832,0.368368531544526,0.866,0.741497943420421
"78",1,78,0.87,0.971010221836133,0.966,0.971588350992327,0.922,0.860214808635574,0.9,0.496608388708229
"79",1,79,0.8,0.612371422609212,0.942,0.615590474450559,0.732,0.286323106673579,0.636,0.469679079818888
"80",1,80,0.554,0.845478284618929,0.468,0.847950263353283,0.868,0.61705509182212,0.934,0.349376935012251
"81",1,81,0.876,0.943520789837572,0.974,0.94459902499111,0.89,0.105059524251374,0.848,0.908002295708568
"82",1,82,0.306,0.561001572531671,0.304,0.56387847213422,0.844,0.635328216741685,0.832,0.900202260311537
"83",1,83,0.118,0.0690615260055724,0.276,0.0623736905089729,0.522,0.179765619500349,0.474,0.210345865965403
"84",1,84,0.264,0.287328902369514,0.372,0.285356126786652,0.646,0.0517252918413036,0.554,0.185513238393122
"85",1,85,0.652,0.459038312348758,0.728,0.460684618887408,0.688,0.365145265545405,0.688,0.495242755719803
"86",1,86,0.102,0.0778193037518751,0.006,0.0711173774257842,0.96,0.448601233499452,0.908,0.189516393820868
"87",1,87,0.45,0.261621069123502,0.42,0.258974557164493,0.556,0.480008260352649,0.616,0.345952092235958
"88",1,88,0.75,0.215404426509847,0.594,0.211508901700388,0.574,0.24230469865819,0.498,0.23807643009896
"89",1,89,0.116,0.434391531810339,0.34,0.435631911516645,0.698,0.157200038866134,0.668,0.477074002861493
"90",1,90,0.522,0.364464290614543,0.832,0.364334700725496,0.496,0.0749613926021819,0.466,0.194316729414977
"91",1,91,0.916,0.453287949461711,0.614,0.454843254738517,0.666,0.413067701813511,0.716,0.253088633072258
"92",1,92,0.05,0.00561833367465745,0.01,0.00329354801476622,0.426,0.032485890891893,0.424,0.0963297359487658
"93",1,93,0.7,0.838691493042492,0.472,0.84123698529046,0.892,0.318207534576211,0.928,0.420176401686845
"94",1,94,0.07,0.00180465876697407,0.378,0.000762744496710432,0.132,1.1866811916228e-05,0.148,0.00120084272314491
"95",1,95,0.134,0.0224339080461781,0,0.0174669398242405,0.956,0.796422581061732,0.908,0.944161919669376
"96",1,96,0.384,0.634725797935876,0.338,0.63803561470331,0.972,0.967349963926654,0.926,0.5242991809274
"97",1,97,0.136,0.301697997461384,0.028,0.300090872485353,0.888,0.495867836232902,0.912,0.873440172847533
"98",1,98,0.302,0.287177722450786,0.02,0.28520105423858,0.94,0.89322449434596,0.992,0.0389354228156439
"99",1,99,0.428,0.0116747416581292,0.278,0.00806888816635154,0.41,0.0194841707279889,0.414,0.0297980106990916
"100",1,100,0.41,0.257540700608735,0.366,0.254785355139589,0.718,0.185471857222894,0.778,0.728297467626188
"101",2,1,0.588,0.816530454421452,0.77,0.81789458654711,0.816,0.012429948993203,0.764,0.649313619567481
"102",2,2,0.45,0.433920098960863,0.254,0.434533436750226,0.812,0.159557697048565,0.79,0.572793684684322
"103",2,3,0.122,0.0201216839617471,0.132,0.0177699068813743,0.382,0.000283220431990694,0.436,0.0127059491279646
"104",2,4,0.932,0.978440793874181,0.834,0.97865592051808,0.926,0.60549268087014,0.92,0.563694766410306
"105",2,5,0.082,0.0555452899603819,0.136,0.0523631347904472,0.406,0.332204569190412,0.388,0.111194114464655
"106",2,6,0.376,0.746001568929618,0.53,0.747600675669467,0.828,0.0974840515761499,0.784,0.000457669531981231
"107",2,7,0.254,0.391457719595494,0.158,0.391683550987715,0.832,0.0481153571724664,0.784,0.751163289222155
"108",2,8,0.994,0.52446333240261,0.974,0.525705480749464,0.57,0.4334076281203,0.58,0.412511416262015
"109",2,9,0.348,0.393252011064409,0.294,0.393495357012876,0.96,0.369478896964604,0.85,0.321597246003182
"110",2,10,0.294,0.273991992450136,0.528,0.27288042249642,0.44,0.504421809021437,0.492,0.122501399936081
"111",2,11,0.42,0.537184688088082,0.436,0.538492931284067,0.864,0.747824571760727,0.832,0.769762122354612
"112",2,12,0.182,0.0351243508294671,0.308,0.0322474084790801,0.394,0.064676465402254,0.368,0.0318195131658946
"113",2,13,0.928,0.446861222726472,0.78,0.447581177699496,0.646,0.204754297231098,0.668,0.0583125758317511
"114",2,14,0.164,0.131813056433824,0.358,0.128917800612214,0.342,0.017312071976296,0.346,0.025569292144945
"115",2,15,0.37,0.634205317553567,0.364,0.635834459223827,0.812,0.0973504426646181,0.812,0.852096687499028
"116",2,16,0.064,0.0387538854361619,0.038,0.035797033311031,0.772,0.00731360294985151,0.758,0.249443522185402
"117",2,17,0.274,0.314226617887579,0.102,0.313611188213015,0.818,0.0156417934551074,0.814,0.0288789615179885
"118",2,18,0.17,0.203558343742407,0.044,0.201528400186705,0.83,0.955109580035927,0.816,0.530716722969462
"119",2,19,0.436,0.395966814195443,0.518,0.396236472739121,0.576,0.0935205470228833,0.566,0.0139799414476447
"120",2,20,0.158,0.0378959219784827,0.264,0.0349567222483015,0.356,0.00118422834971621,0.438,0.0797184517259295
"121",2,21,0.988,0.953914136825344,0.98,0.954356550972783,0.89,0.0167839744502758,0.924,0.429390581236783
"122",2,22,0.176,0.0132734153338562,0.126,0.0113315865515373,0.244,1.49792018199202e-05,0.332,0.00794623312509468
"123",2,23,0.208,0.120147678511952,0.43,0.117140375984256,0.434,0.00142985062269319,0.412,0.121928279217286
"124",2,24,0.148,0.262940684951141,0.084,0.261687736851322,0.578,0.781584576093994,0.634,0.0455088951639095
"125",2,25,0.322,0.224493280609463,0.622,0.222738299871634,0.518,0.000133310805569331,0.47,0.0283226210749713
"126",2,26,0.254,0.248388471256247,0.242,0.246946925308868,0.766,0.462516334103877,0.752,0.302874804438782
"127",2,27,0.936,0.536127527107178,0.638,0.537430489197119,0.64,0.0152440837042469,0.622,0.457042448712248
"128",2,28,0.486,0.277928525095439,0.48,0.276866856889758,0.594,0.0406904504601286,0.554,0.349472367512138
"129",2,29,0.616,0.512886405868127,0.668,0.514063589979,0.624,0.20748780634341,0.67,0.568145687356488
"130",2,30,0.4,0.749808390200691,0.512,0.75139903526935,0.786,0.489634509163567,0.85,0.069463060203928
"131",2,31,0.598,0.451258148272518,0.798,0.452013079267659,0.544,0.000239151195168708,0.602,0.00878485354924474
"132",2,32,0.618,0.751525010173261,0.384,0.753111680972763,0.866,0.425493437008378,0.866,0.782068537604377
"133",2,33,0.228,0.0249065725722157,0.524,0.0223446374462841,0.292,0.00659639210940566,0.276,0.00472153416420762
"134",2,34,0.302,0.162105058748272,0.112,0.159549612784681,0.636,0.307029615518132,0.604,0.439457401275919
"135",2,35,0.226,0.0927573068110618,0.202,0.0895553124571701,0.876,0.255044983632585,0.926,0.788359149863856
"136",2,36,0.424,0.649045434895352,0.488,0.650695102188542,0.89,8.4940423583646e-08,0.92,0.000512701740429167
"137",2,37,0.902,0.925332859977041,0.75,0.926016479678891,0.924,0.836768169849566,0.856,0.914024042210654
"138",2,38,0.614,0.672906570923279,0.658,0.674573429470571,0.752,0.839987238934936,0.76,0.501166465589
"139",2,39,0.192,0.268563464404769,0.07,0.267382673598976,0.826,0.437336649425519,0.812,0.406264817900756
"140",2,40,0.468,0.131014465269536,0.838,0.12811112557605,0.39,0.179397322442696,0.404,0.00761183989345626
"141",2,41,0.078,0.0731338815451841,0.15,0.0698845690287866,0.462,0.098197413809058,0.516,0.131750011468745
"142",2,42,0.142,0.331223228858526,0.252,0.33080667770002,0.636,0.00208798058117043,0.69,0.275979581491161
"143",2,43,0.318,0.378462878736934,0.204,0.378558956162558,0.802,0.0220007550646837,0.852,0.873596359189392
"144",2,44,0.1,0.216104180847251,0.07,0.214238809818871,0.982,0.663978492919032,0.978,0.370538987859837
"145",2,45,0.104,0.0687365544649131,0.044,0.065492225659469,0.68,0.510188494669542,0.75,0.569417157533103
"146",2,46,0.076,0.129733619370268,0.066,0.126817432174604,0.582,0.0715015653538815,0.608,0.262830874590365
"147",2,47,0.022,0.00768373552523249,0.016,0.00623350113555821,0.664,0.110257484448147,0.664,0.600132142693476
"148",2,48,0.632,0.556949361917704,0.512,0.558349269343236,0.754,0.362719976894979,0.704,0.668568983077132
"149",2,49,0.964,0.959030896191852,0.97,0.959427434762199,0.9,0.969250372958359,0.882,0.308567001920949
"150",2,50,0.242,0.0895789433326996,0.38,0.086362800426428,0.472,0.246476024244167,0.404,0.0902941444056573
"151",2,51,0.62,0.619096538020857,0.874,0.620697013546346,0.704,0.51655036203172,0.716,0.185846918415672
"152",2,52,0.186,0.378982453124472,0.104,0.379083815633793,0.822,0.00590294696974647,0.802,0.833714138791078
"153",2,53,0.23,0.422023016627556,0.226,0.42253354628525,0.858,0.518037402484163,0.842,0.17857745704605
"154",2,54,0.1,0.197835964236435,0.146,0.195731401664286,0.564,0.0396290773517356,0.502,0.181497958131892
"155",2,55,0.582,0.851797103973071,0.56,0.852982413379012,0.928,0.455742503753847,0.834,0.49255545000321
"156",2,56,0.504,0.789239329801821,0.45,0.790713914812729,0.998,0.00778302698154676,0.99,0.994491394695565
"157",2,57,0.384,0.154647941190489,0.362,0.152003850026348,0.508,0.237255791111528,0.486,0.100565730850902
"158",2,58,0.046,0.00759280006120212,0.022,0.00615237961811577,0.28,0.0309475979515016,0.29,0.0471199726511392
"159",2,59,0.188,0.396129599802268,0.282,0.396400828900082,0.986,0.932237579124403,0.962,0.977918803407828
"160",2,60,0.73,0.746500089826962,0.642,0.748098116088344,0.754,0.802354922359844,0.786,0.424713612322076
"161",2,61,0.17,0.10973379125845,0.016,0.106639293622621,0.764,0.26154133630686,0.766,0.581766716807752
"162",2,62,0.142,0.12777746575473,0.08,0.124841946545068,0.788,0.241809640949164,0.806,0.83008506776155
"163",2,63,0.192,0.322379875755268,0.146,0.32186072756193,0.658,0.544054835288529,0.68,0.319550744328797
"164",2,64,0.384,0.0675613329908028,0.228,0.0643195241222948,0.306,0.167344547422256,0.286,0.130314311689389
"165",2,65,0.484,0.521901640212924,0.428,0.523129808382365,0.78,0.416911174757641,0.734,0.345260084339232
"166",2,66,0.226,0.0338021397821639,0.674,0.03095791714755,0.218,0.000147353119620885,0.224,0.0141235518062921
"167",2,67,0.102,0.00188194191693195,0.586,0.00129275860379841,0.11,0.000511331790969738,0.108,0.00151583720090886
"168",2,68,0.086,0.26473581430042,0.048,0.263505951373043,0.994,0.989048482030179,0.966,0.926240275641868
"169",2,69,0.762,0.912366644378035,0.562,0.913151223820885,0.936,0.346115424800951,0.94,0.961398015185757
"170",2,70,0.37,0.380485097464777,0.288,0.380601699635878,0.72,0.807031830386591,0.706,0.616583056146778
"171",2,71,0.082,0.0555986099308897,0.09,0.0524160354546894,0.518,0.320008173085892,0.55,0.343787484471404
"172",2,72,0.144,0.298550700872269,0.008,0.29774587593187,0.75,0.231414672471061,0.73,0.561943444788431
"173",2,73,0.386,0.548225384411,0.182,0.549586487910656,0.888,0.988920190711197,0.856,0.178964274920682
"174",2,74,0.568,0.180189488398538,0.678,0.177858076658727,0.394,0.307966899629628,0.392,0.172245908029459
"175",2,75,0.678,0.210520943199573,0.898,0.20858221193674,0.578,0.014599533176734,0.536,0.129221260172796
"176",2,76,0.66,0.728446247969355,0.552,0.730078088205517,0.78,0.17816866217601,0.828,0.763642546965976
"177",2,77,0.29,0.163009146767773,0.754,0.160464618837707,0.414,0.25178628642886,0.454,0.025332121738844
"178",2,78,0.006,0.0288808195565073,0.026,0.0261780033942293,0.848,0.536288387123352,0.8,0.731864322466436
"179",2,79,0.866,0.944647765316749,0.962,0.945171182292572,0.898,0.0566327187922167,0.844,0.949340303741966
"180",2,80,0.04,0.0425329538498021,0.13,0.0395066028614502,0.558,1.17829079826492e-10,0.474,0.000135836029501624
"181",2,81,0.52,0.73178849094151,0.352,0.733414897110961,0.936,0.744292867739627,0.936,0.466047217298061
"182",2,82,0.012,0.0247046717168098,0.07,0.0221506369898727,0.306,2.08444960834164e-05,0.314,0.0669161638121324
"183",2,83,0.97,0.852785874404539,0.844,0.853965587976099,0.85,0.711432233874673,0.854,0.198349874777944
"184",2,84,0.006,0.000946801795198434,0.008,0.000588265404093513,0.998,4.95255405574824e-08,0.976,3.49251772391312e-07
"185",2,85,0.382,0.352209130876941,0.564,0.352027947634308,0.582,0.137371969200611,0.532,0.413892930751969
"186",2,86,0.34,0.293989218769672,0.124,0.293128291404477,0.844,0.162614785609932,0.886,0.12110061702967
"187",2,87,0.712,0.512416737521341,0.842,0.513591189440201,0.686,0.115717970329404,0.614,0.22782738380903
"188",2,88,0.222,0.420517751822296,0.186,0.421014949845469,0.978,0.159331569597923,0.958,0.541095949217383
"189",2,89,0.988,0.894274506583447,0.822,0.895191061733062,0.87,0.844455654063433,0.846,0.529637747827214
"190",2,90,0.362,0.180642860320488,0.398,0.178317194548518,0.698,0.371646635856576,0.6,0.421909797320992
"191",2,91,0.148,0.133242816730348,0.278,0.130362171528131,0.468,0.000879752530182021,0.482,0.147945775654185
"192",2,92,0.51,0.423608954974734,0.322,0.424133452369502,0.76,0.729258094620885,0.762,0.000809344544821289
"193",2,93,0.036,0.00532383083080592,0.03,0.00415611611325528,0.63,0.000573211430672238,0.61,0.0414660547624801
"194",2,94,0.21,0.303445009936981,0.142,0.302699897494464,0.816,0.282551355947404,0.84,0.866815530079514
"195",2,95,0.482,0.657829011763366,0.734,0.659487271871307,0.738,0.73917764381057,0.754,0.688538573973665
"196",2,96,0.134,0.120054485886928,0.126,0.117046344785513,0.584,0.319917155518775,0.632,0.515768162640694
"197",2,97,0.178,0.278968970025183,0.08,0.277920447769828,0.98,0.95350068453443,0.984,0.500922750627147
"198",2,98,0.948,0.0315556924169252,0,0.028771966412781,0.342,0.0286943689774699,0.334,0.0748053807423786
"199",2,99,0.616,0.816439024535339,0.494,0.817803567527295,0.962,0.950593106154904,0.992,0.368338647708123
"200",2,100,0.136,0.247094580972868,0.098,0.245636157498669,0.774,0.693537333678105,0.722,0.764781486917531
"201",3,1,0.074,0.154987367434291,0.088,0.153271920623421,0.862,0.0249572446262543,0.916,0.822584131965883
"202",3,2,0.872,0.178699013109679,0.436,0.177172282811674,0.484,0.223873455039906,0.512,0.0428174967389883
"203",3,3,0.512,0.191941601023144,0.738,0.190525043202894,0.392,0.0704377358117072,0.404,0.203021657434402
"204",3,4,0.352,0.450520353205845,0.354,0.451011640700825,0.644,0.0367464031889593,0.65,0.556896875520881
"205",3,5,0.318,0.0602921862606577,0.18,0.058198728300989,0.48,0.116500046547732,0.538,0.0427411060776632
"206",3,6,0.024,0.0282613991198227,0.02,0.0265066254463806,0.494,0.0854941586787636,0.46,0.233304400714207
"207",3,7,0.27,0.557327977774047,0.252,0.558245134521326,0.85,0.00121243399328519,0.91,0.0330124190302777
"208",3,8,0.492,0.35602416886502,0.578,0.355936174594147,0.642,0.0624133882812485,0.632,0.354201802730005
"209",3,9,0.084,0.00489727202429378,0.028,0.00415837507451355,0.998,0.00103951624849286,0.908,0.977272058584739
"210",3,10,0.854,0.947875205526569,0.746,0.948199874383539,0.986,0.760176547397662,0.916,0.0685524682436283
"211",3,11,0.022,0.0691788835726895,0.048,0.0670660730595536,0.692,0.0596466378739062,0.802,0.209766804633639
"212",3,12,0.156,0.0739830242976014,0.134,0.0718678717388623,0.416,0.00232502088197273,0.42,0.176677745621116
"213",3,13,0.472,0.306856889058284,0.516,0.306401559974445,0.572,0.00122064792862031,0.548,0.32686427067488
"214",3,14,0.948,0.752647008196915,0.874,0.753683894532657,0.808,0.339973566816321,0.756,0.055393920397907
"215",3,15,0.096,0.103868218643824,0.106,0.101828244700829,0.596,0.533594295670097,0.652,0.36582363061732
"216",3,16,0.456,0.62030797622167,0.56,0.621356919194409,0.684,0.85432929172808,0.718,0.528713784488233
"217",3,17,0.382,0.630176170985291,0.396,0.631237688513058,0.808,0.882613464754401,0.864,0.724685027566152
"218",3,18,0.142,0.0426120570574017,0.166,0.040636535088728,0.452,1.04020089519707e-06,0.498,0.173089318884897
"219",3,19,0.132,0.0668138164499256,0.228,0.0647041277372966,0.38,0.141387248881767,0.428,0.0679177191934592
"220",3,20,0.062,0.023432300347735,0.122,0.0217931399727087,0.674,0.000891759209142196,0.62,0.138767052150343
"221",3,21,0.03,0.150721300959384,0.022,0.148973584024129,0.91,0.46651654998282,0.916,0.9387761293521
"222",3,22,0.45,0.571333563528366,0.398,0.572287732963851,0.882,0.000155865263049226,0.89,0.802109411216109
"223",3,23,0.03,0.0350867013332772,0.09,0.0332080244990914,0.432,0.027365052822959,0.418,0.0948696070164409
"224",3,24,0.238,0.415109625453725,0.23,0.415405032169957,0.996,0.14174978711722,0.912,0.525499824080311
"225",3,25,0.19,0.0226672591457303,0.058,0.0210490557190255,0.468,0.0966915045805625,0.506,0.03983124563759
"226",3,26,0.868,0.561059207202914,0.978,0.561986654811238,0.542,0.0190910873646504,0.578,0.52316814903234
"227",3,27,0.062,0.00752235638251971,0.042,0.00657327163551291,0.63,0.000409538365997331,0.668,0.0978605900265757
"228",3,28,0.208,0.00737372257848779,0.362,0.00643520820529331,0.246,0.000273380935182033,0.216,0.00860859682473025
"229",3,29,0.074,0.00625295827029991,0.198,0.0053988368358624,0.194,0.000165725375932069,0.202,0.0104877068390203
"230",3,30,0.99,0.234821316815131,0.448,0.233770297572295,0.466,0.0353614093593073,0.524,0.216513966327881
"231",3,31,0.014,0.0504665668734941,0.01,0.0484229397996354,0.728,0.00339997662835978,0.75,0.633414832705784
"232",3,32,0.03,0.0159566995800313,0.002,0.0145626223131914,0.76,0.0238563834689791,0.76,0.526341302288784
"233",3,33,0.208,0.186405660765594,0.072,0.184942751495173,0.772,0.00185475777210475,0.76,0.756555363415514
"234",3,34,0.094,0.0481537768603929,0.034,0.046127235919175,0.85,0.000202109833842057,0.808,0.775916202736717
"235",3,35,0.12,0.3343182390607,0.182,0.334073003395913,0.882,0.717660374656414,0.926,0.919557891121786
"236",3,36,0.43,0.0500339925960674,0.964,0.0479933885235424,0.304,0.0707412250000001,0.286,0.0329185590553192
"237",3,37,0.732,0.169220199570958,0.916,0.167616414393704,0.444,0.00133414514861974,0.424,0.11841911022402
"238",3,38,0.11,0.162025669025184,0.13,0.160364741626768,0.736,0.587954107480947,0.694,0.0397919223352143
"239",3,39,0.202,0.161851370514231,0.674,0.160189075442794,0.388,0.232779395983296,0.372,0.00283374929104885
"240",3,40,0.036,0.0536863050999239,0.032,0.0516225276025495,0.672,0.00475842348254818,0.644,0.151770023911816
"241",3,41,0.046,0.000480708805350953,0.094,0.000332252016242984,0.14,5.79233435004101e-05,0.19,0.00160826810482195
"242",3,42,0.174,0.0884565289577223,0.264,0.0863613610646244,0.47,0.188215706659566,0.526,0.145732329235881
"243",3,43,0.906,0.897517107065695,0.926,0.898102504279855,0.796,0.066374698922764,0.854,0.891679408587462
"244",3,44,0.004,2.77446678120933e-05,0.002,1.31560036222833e-05,0.282,0.00131405689188735,0.25,0.0288289154301284
"245",3,45,0.052,0.0655443570834455,0.006,0.0634369214377162,0.894,0.522850032436372,0.914,0.858881049962245
"246",3,46,0.092,0.0229877287168433,0.024,0.0213606493024705,0.446,0.0225332139196361,0.52,0.00860393477088173
"247",3,47,0.99,0.111450199794794,0.43,0.109446966817422,0.438,0.00442980775384083,0.428,0.108685646040306
