"","case","iteration","p_HP","HP","p_DD","DD","p_PS1","PS1","p_PS2","PS2"
"475",5,75,0.244,0.63106261182341,0.77,0.634430805021622,0.828,0.200360710930528,0.748,0.58419221152942
"476",5,76,0.714,0.93857297550339,0.938,0.93976100567748,0.892,0.916208083184731,0.884,0.91559457853008
"477",5,77,0.284,0.562818082807464,0.44,0.565772380576123,0.844,0.214859524853165,0.9,0.0716045121963033
"478",5,78,0.474,0.79545194929331,0.66,0.798457549120673,0.922,0.630945291033955,0.966,0.928741842375943
"479",5,79,0.02,0.0249093502989939,0.076,0.0196117065309473,0.552,0.0612908811574682,0.634,0.0299099723930235
"480",5,80,0.406,0.281353671313196,0.148,0.279178064296034,0.908,0.487391245943848,0.906,0.835744406997243
"481",5,81,0.348,0.567169242601092,0.276,0.57015996672731,0.848,0.344340577054878,0.872,0.745303352460203
"482",5,82,0.656,0.90461991601695,0.898,0.906361115978248,0.926,0.978421389107936,0.914,0.702826761858335
"483",5,83,0.298,0.706326452658212,0.586,0.709764078705337,0.892,0.671434871094057,0.93,0.611077480596656
"484",5,84,0.158,0.451459948995233,0.76,0.453018185331298,0.694,0.368870556319743,0.75,0.442843069015253
"485",5,85,0.032,0.00374108586005739,0.826,0.00193883771133185,0.222,0.0026969965402992,0.246,0.00184954294998674
"486",5,86,0.156,0.050347625519741,0.082,0.0437755793191481,0.91,0.259773180753687,0.864,0.768948851872162
"487",5,87,0.636,0.933985314589049,0.756,0.935252434682546,0.966,0.819500205609731,0.968,0.781716596680763
"488",5,88,0.432,0.329516756872231,0.552,0.328568695912797,0.71,0.412871648678139,0.648,0.384019954407811
"489",5,89,0.092,0.279197515511533,0.116,0.276964571330241,0.962,0.973848732256999,0.97,0.621270209710273
"490",5,90,0.844,0.901106828621538,0.83,0.902900997401813,0.916,0.153062421039259,0.904,0.615810237529162
"491",5,91,0.444,0.697246707780399,0.304,0.700697268768749,0.92,0.52382174339877,0.914,0.716707024925983
"492",5,92,0.086,0.0128029023127417,0.692,0.00893519070006565,0.4,0.00900781534404071,0.314,0.0159712360892146
"493",5,93,0.01,0.810211542675182,0.656,0.813092876769555,0.776,0.028640091327099,0.72,0.0589601244506945
"494",5,94,0.528,0.866318529254573,0.688,0.868593576143197,0.896,0.497439252448593,0.888,0.852034359767287
"495",5,95,0.328,0.254941878667435,0.892,0.25205319490502,0.602,0.431543909713638,0.638,0.198656463755315
"496",5,96,0,0.0729149417138725,0.054,0.0660657572424677,0.716,0.4522505192338,0.698,0.4802342182743
"497",5,97,0.092,0.283590934665771,0.918,0.281474634582208,0.632,0.276095850326494,0.674,0.244721204337513
"498",5,98,0.114,0.0616533763275671,0.02,0.0548783340626657,0.772,0.0356470338120719,0.808,0.00809636306667672
"499",5,99,0.156,0.372295048322744,0.516,0.372333893674181,0.782,0.212199381464691,0.818,0.272028604998197
"500",5,100,0.012,0.0182139750739215,0.432,0.0135951375852902,0.496,0.0479610233914212,0.498,0.00235370599801099
"501",6,1,0.704,0.298501288385429,0.736,0.297695857979146,0.646,0.141717676305211,0.672,0.0955901265793946
"502",6,2,0.898,0.0302388393634057,0.494,0.0274936704909171,0.43,0.0403282273417916,0.494,0.00160788670555057
"503",6,3,0.02,0.0984395104245773,0.252,0.0952679066395008,0.784,0.287570551065663,0.768,0.543115981414271
"504",6,4,0.94,0.476207886933576,0.642,0.477149148026316,0.668,0.32811373007233,0.75,0.0832250497943041
"505",6,5,0.162,0.405846536004455,0.328,0.4062100308184,0.92,0.705170213547406,0.926,0.915694083858473
"506",6,6,0.444,0.507833326325399,0.802,0.508980720316349,0.686,0.630711418566815,0.642,0.515459879327458
"507",6,7,0,0.00358308112085936,0.018,0.00267312143524923,0.832,0.378122615421761,0.872,0.724745816689769
"508",6,8,0.042,0.0156188871529725,0.368,0.0135185698626814,0.402,0.0368218165139828,0.436,0.0154103830576391
"509",6,9,0.244,0.372595376783058,0.6,0.37263121651906,0.716,0.610913749647617,0.684,0.401788539182103
"510",6,10,0,0.0214344135264136,0.492,0.0190198837496947,0.434,0.0455863042932595,0.434,0.00226996733604179
"511",6,11,0.004,0.0179946743082156,0.198,0.0157540947348185,0.56,0.101527321246952,0.534,0.124509607412215
"512",6,12,0.282,0.596474016117176,0.602,0.598016885225861,0.918,0.119532392638505,0.958,0.407765488332016
"513",6,13,0.064,0.246035594778238,0.432,0.24456334677431,0.668,0.306659374184921,0.626,0.0295135425908668
"514",6,14,0.274,0.310804959919988,0.468,0.310148658618751,0.968,0.292939563775372,0.954,0.322424731252981
"515",6,15,0.26,0.469691196036162,0.726,0.470585791407939,0.756,0.733799836746793,0.78,0.281730558674071
"516",6,16,0.002,0.0193572822233629,0.452,0.017044045624925,0.39,0.0722574867934641,0.37,0.0289898646375785
"517",6,17,0.748,0.925933351970861,0.766,0.926612167545418,0.97,0.704535666541149,0.996,0.989623572830345
"518",6,18,0,0.0402938572165406,0.254,0.0373071107071814,0.706,0.229712933775504,0.718,0.0185566539359889
"519",6,19,0.2,0.0508949844319937,0.946,0.0477556508994714,0.42,0.0960324426159627,0.44,0.0493028546529757
"520",6,20,0.86,0.399391863897357,0.548,0.39969439552611,0.808,0.151926305071494,0.766,2.18128456408451e-08
"521",6,21,0.8,0.655462167963675,0.742,0.65711837250979,0.828,0.260597639212154,0.804,0.715337108767011
"522",6,22,0.614,0.921554795253139,0.782,0.922268380051485,0.966,0.566988477161938,0.986,0.88065908708662
"523",6,23,0.352,0.803127357982832,0.626,0.804548797061172,0.932,0.0254086385530079,0.908,0.109768469835297
"524",6,24,0.034,0.121936952333993,0.392,0.118945936639316,0.576,0.235003037620395,0.648,0.223366462321473
"525",6,25,0.004,0.0146160903756049,0.146,0.0125808562945224,0.576,0.105824430036355,0.6,0.0737916594296222
"526",6,26,0.028,0.128418938799321,0.266,0.125489719807988,0.778,0.228503086405356,0.706,0.538451304871322
"527",6,27,0.07,0.445342645310303,0.656,0.446050372834736,0.776,0.730248279736314,0.772,0.499055155167837
"528",6,28,0.052,0.519048036960446,0.494,0.520260367530913,0.88,0.0574717270048052,0.844,0.350374237121555
"529",6,29,0.002,0.0135546048536131,0.086,0.0115925822387359,0.67,0.00865674589370302,0.612,0.32512440327727
"530",6,30,0.09,0.221779984980227,0.484,0.219989292634085,0.634,0.218246184024337,0.69,0.356609353288755
"531",6,31,0.016,0.0154848267138096,0.066,0.0133929936079538,0.996,0.899815764203291,0.956,0.192098526150172
"532",6,32,0.002,0.022122282651634,0.048,0.0196764997661505,0.884,0.9418365123469,0.874,0.221252256155611
"533",6,33,0.552,0.614361560477089,0.698,0.615951436770299,0.83,0.640543824300989,0.764,0.315315867705872
"534",6,34,0,0.0112805806737356,0.378,0.00949260753988568,0.384,0.0801446070757645,0.428,0.00578754479054289
"535",6,35,0.68,0.546687505889543,0.98,0.54804149736027,0.75,0.753135790581364,0.778,0.539109224340375
"536",6,36,0.004,0.0680335225485333,0.2,0.0647906382150928,0.894,0.353030631357919,0.876,0.0520361682218418
"537",6,37,0.032,0.219364714912555,0.152,0.217542236814643,0.884,0.12448017614163,0.902,0.746752563943768
"538",6,38,0.092,0.398048032378316,0.588,0.39833770926615,0.706,0.185439357111714,0.748,0.273872295085986
"539",6,39,0.992,0.944360917287297,0.792,0.944886798967418,0.99,0.710866614257585,0.95,0.804207997516299
"540",6,40,0.024,0.0410822910504285,0.148,0.038081092581141,0.964,0.1737057769852,0.972,0.603623097158295
"541",6,41,0.308,0.771628014207285,0.556,0.773160823567033,0.854,0.860526707768777,0.86,0.872217107206437
"542",6,42,0.132,0.536756987585164,0.36,0.538063098784843,0.978,0.486225725650207,0.946,0.798080917955444
"543",6,43,0.052,0.161171471072378,0.558,0.158604787523762,0.646,0.0687154616647674,0.636,0.00452364531407012
"544",6,44,0.022,0.173462270988864,0.1,0.171046261854323,0.996,0.232429940251735,0.964,0.0284705505514624
"545",6,45,0.722,0.948651363390118,0.798,0.949140111349611,0.908,0.296161148468308,0.966,0.837189961977017
"546",6,46,0.766,0.937377990077509,0.944,0.937963077769141,0.946,0.803341119299749,0.96,0.0649212023670338
"547",6,47,0.594,0.687767314968473,0.94,0.689435060015608,0.786,0.799181898972108,0.798,0.555868831748274
"548",6,48,0.958,0.998785583935083,0.944,0.998798081115298,0.894,0.930086716735941,0.978,0.889644317868662
"549",6,49,0.338,0.833482320623475,0.616,0.834765550188606,0.934,0.18479051818314,0.874,0.0296169156687369
"550",6,50,0,0.0176064396775454,0.234,0.015387547746438,0.634,0.0231019495085569,0.686,0.000249661487136232
"551",6,51,0.182,0.455510189614748,0.352,0.456298337879689,0.998,0.825346557030505,0.984,0.289890259131892
"552",6,52,0.308,0.486774407342035,0.762,0.48778830272861,0.83,0.0273636767929499,0.804,0.620458901768368
"553",6,53,0.332,0.795681478233381,0.626,0.797132201608647,0.806,0.302131634557433,0.914,0.914141572079154
"554",6,54,0.11,0.0726518473472347,0.096,0.069402753862045,0.764,0.6514694781794,0.75,0.159206912328703
"555",6,55,0.004,0.0457500056779161,0.14,0.0426740889319626,0.602,0.151299250001166,0.596,0.208039112155352
"556",6,56,0.086,0.323880861643752,0.406,0.323379263980299,0.718,0.769824115986189,0.82,0.139038386091316
"557",6,57,0,0.0291523800826027,0.096,0.0264408759381307,0.568,0.11619004254723,0.618,0.174415199713446
"558",6,58,0,0.0327206696769123,0.236,0.0299047718134871,0.714,0.415810970547517,0.664,0.124829263479575
"559",6,59,0,0.00505074729373171,0.072,0.00392013028775096,0.552,0.173815194735936,0.582,0.0719778131894353
"560",6,60,0.11,0.518831620302513,0.666,0.520042738455629,0.746,0.297176600244995,0.738,0.121255506088445
"561",6,61,0.192,0.502165434767886,0.422,0.503278379046429,0.9,0.081876685420172,0.872,0.0389814597639835
"562",6,62,0.916,0.980643126124316,0.934,0.980836932834657,0.978,0.0468277641387826,0.968,0.803526790886921
"563",6,63,0.168,0.418756033796566,0.358,0.419237537002453,0.974,0.961413476767783,0.924,0.719288340819388
"564",6,64,0.096,0.246801384468843,0.602,0.245339134446779,0.608,0.371174270454759,0.64,0.0474810844599847
"565",6,65,0.444,0.489405638147949,0.982,0.490437035241828,0.654,0.246381358840721,0.712,0.0350958736900875
"566",6,66,0.01,0.11924137444587,0.152,0.116225958338308,0.716,0.736470377320179,0.73,0.226027990592615
"567",6,67,0.334,0.103562422740665,0.932,0.100423257885686,0.538,0.091158486533202,0.554,0.05294708183694
"568",6,68,0.192,0.160037986497317,0.216,0.157457710529481,0.77,0.614201408047901,0.76,0.318726748497044
"569",6,69,0.0840000000000001,0.253634290865483,0.424,0.252261005354236,0.948,0.0688119879369615,0.912,0.597632321375287
"570",6,70,0.984,0.648852127611352,0.688,0.650501576062197,0.746,0.016177986965487,0.758,0.590514894949177
"571",6,71,0,0.0015716020542878,0.13,0.00105283074204299,0.684,0.513997518378991,0.636,0.256321950229046
"572",6,72,0.37,0.596261769443096,0.988,0.59780401462823,0.714,0.556637892844088,0.694,0.589370665555008
"573",6,73,0.38,0.242162461374644,0.954,0.240639572899636,0.604,0.274404328424824,0.696,0.148017975289808
"574",6,74,0.06,0.423264809790571,0.304,0.423786283062098,0.868,0.902151037719873,0.794,0.647631064662048
"575",6,75,0.41,0.488484083005165,0.974,0.489509376934535,0.692,0.643054830560478,0.698,0.256935608109485
"576",6,76,0.014,0.144256255989733,0.29,0.141493532966905,0.712,0.303647850322547,0.656,0.33050303014815
"577",6,77,0.55,0.480723051896705,0.994,0.481695810073492,0.696,0.588966846967,0.718,0.478696034448023
"578",6,78,0.032,0.145070008525007,0.228,0.142316340358451,0.842,0.173939744804099,0.772,0.402743120661708
"579",6,79,0.004,0.111466631002664,0.398,0.108385672239163,0.57,0.111459521654219,0.646,0.169631985848959
"580",6,80,0.434,0.912939688666629,0.786,0.913719918330689,0.944,0.798899498564553,0.922,0.662933843977809
"581",6,81,0.064,0.0417932857812971,0.214,0.0387795312081481,0.956,0.635295128738945,0.98,0.132401317306046
"582",6,82,0.358,0.427141994590872,0.926,0.427697318319717,0.674,0.217369869959463,0.706,0.0463261528232535
"583",6,83,0.148,0.449438187706998,0.286,0.450178718723232,0.912,0.176730197790214,0.896,0.0523405292575685
"584",6,84,0.02,0.153258295167259,0.212,0.150597986015478,0.836,0.949775792185696,0.87,0.227982232732751
"585",6,85,0.2,0.433560732060049,0.568,0.434171031272079,0.8,0.603641667986317,0.762,0.528894122960415
"586",6,86,0.702,0.45328757011393,0.582,0.45405842960536,0.742,0.632928963704546,0.672,0.338408083248386
"587",6,87,0.212,0.41680554215292,0.604,0.417269553554769,0.738,0.72771303212422,0.768,0.0951613027030837
"588",6,88,0.066,0.397727505659653,0.574,0.398014108197347,0.756,0.715357555762715,0.794,0.241117796838975
"589",6,89,0.006,0.132489733183699,0.304,0.129601370507445,0.712,0.628287727305559,0.686,0.414394656030753
"590",6,90,0.032,0.0221406389992417,0.13,0.0196940367891942,0.918,0.89336172091269,0.95,0.323449196263655
"591",6,91,0.018,0.138857094128811,0.302,0.136035433906761,0.64,0.642440130865989,0.636,0.317478022300908
"592",6,92,0.002,0.090905269780771,0.264,0.0876947677741723,0.78,0.445093704226631,0.818,0.0006842098254215
"593",6,93,0.26,0.338244053412711,0.476,0.337907541868859,0.782,0.116440629588254,0.796,0.256741034867933
"594",6,94,0.56,0.16096348909694,0.422,0.158394307207236,0.612,0.249170378675026,0.588,0.290927114027565
"595",6,95,0,0.0213242959476405,0.116,0.0189148706338078,0.988,0.507813375341137,0.972,0.0294806080270552
"596",6,96,0.43,0.139971492416856,0.762,0.137161828212109,0.542,0.0590385798365131,0.528,0.137297131279434
"597",6,97,0.474,0.804425757530342,0.758,0.805841903168848,0.846,0.141446254437323,0.956,0.640545145223704
"598",6,98,0.974,0.035917097509719,0.546,0.0330214991695138,0.456,0.0131523030796988,0.39,0.0179367003801334
"599",6,99,0.1,0.120404999663086,0.802,0.117400017620604,0.614,0.0779168761637175,0.596,0.122253624982255
"600",6,100,0.032,0.0591399862897306,0.262,0.055932903733084,0.886,0.654484725839183,0.868,0.796127237521303
"601",7,1,0.744,0.951182748533314,0.896,0.951490541975019,0.932,0.984644072675796,0.948,0.361800550721458
"602",7,2,0.718,0.20468758602543,0.59,0.203369848565791,0.606,0.00533612520283422,0.586,0.253075470812614
"603",7,3,0.002,0.0095425585285379,0.112,0.00845462157519616,0.92,0.106782514126304,0.938,0.633947485023535
"604",7,4,0.924,0.322837854501931,0.644,0.322503904490027,0.678,0.184596352519853,0.69,0.388495189296021
"605",7,5,0.19,0.562456978188767,0.234,0.563394554226746,0.978,0.892329796567825,0.934,0.968995841268543
"606",7,6,0.01,0.183998163606549,0.28,0.182504960297536,0.94,0.772086358746291,0.936,0.961504638952459
"607",7,7,0.994,0.462144350539311,0.67,0.462697870356539,0.636,0.597240156819011,0.704,0.187944410205638
"608",7,8,0,0.00357062086893696,0.176,0.00295913087203636,0.408,0.0134229638920543,0.41,0.0110709707293026
"609",7,9,0.018,0.266059566613751,0.442,0.265267447450639,0.728,0.792139185441767,0.774,0.0254163274196422
"610",7,10,0,0.00471694409583461,0.026,0.00398992095659279,0.982,0.164454814625956,0.962,0.347340367385828
"611",7,11,0.034,0.160401106158687,0.244,0.158715889657605,0.942,0.391933081100709,0.95,0.165802022685637
"612",7,12,0.062,0.20959238256211,0.34,0.208316744008888,0.736,0.478035608808173,0.786,0.0801004998776216
"613",7,13,0,0.000571727862078962,0.028,0.000401469513797048,0.878,0.774185733659078,0.868,0.728699217098213
"614",7,14,0.104,0.498789622431217,0.338,0.499509450179111,0.886,0.8485692546362,0.918,0.947671227793424
"615",7,15,0.034,0.128948068475243,0.348,0.127034409508504,0.612,0.216601549671966,0.632,0.0437784893595323
"616",7,16,0.044,0.150964118543352,0.26,0.149206149305988,0.68,0.119656920280729,0.734,0.364932787632443
"617",7,17,0.002,0.00831429582736863,0.23,0.00730436602540785,0.358,0.0250213994266208,0.358,0.0181497381604001
"618",7,18,0.002,0.0583790514390458,0.154,0.0562783484955944,0.886,0.65106872406685,0.89,0.81264004470838
"619",7,19,0.518,0.12751838009158,0.364,0.125595478978481,0.656,0.253851938696756,0.632,0.197734816148473
"620",7,20,0.53,0.634807737565828,0.86,0.635881682233074,0.758,0.720451742853188,0.764,0.332323329264916
"621",7,21,0.46,0.886960323817125,0.652,0.887598006721122,0.968,0.511015411432292,0.964,0.977619635313471
"622",7,22,0.014,0.0392374390275863,0.282,0.0372876835020247,0.586,0.301629145132591,0.6,0.132682436463603
"623",7,23,0.008,0.00811250278829728,0.152,0.00711612698408115,0.818,0.342795289567162,0.786,0.714819963202245
"624",7,24,0.258,0.737487457856927,0.508,0.738552605337839,0.95,0.316424032741494,0.968,0.147274887832994
"625",7,25,0.008,0.205866174747788,0.578,0.20455854198174,0.658,0.281471274991794,0.6,0.214690446450715
"626",7,26,0.036,0.123474713897461,0.146,0.121526370188018,0.858,0.40856883976606,0.918,0.891863259324592
"627",7,27,0.04,0.252270362106834,0.218,0.25136152890678,0.936,0.961887119104337,0.902,0.000174380228185278
"628",7,28,0.998,0.703788410485401,0.69,0.704882425959758,0.84,0.223140767409629,0.844,0.610909441289723
"629",7,29,0.218,0.647592105230648,0.442,0.648677845765329,0.986,0.402348305321231,0.986,0.873019161618064
"630",7,30,0.002,0.0153009025499178,0.386,0.01392420101591,0.47,0.0342083215043263,0.408,0.00838895701448072
"631",7,31,0,0.0114639433940802,0.07,0.0102672850012844,0.652,0.470900574724692,0.676,0.198343912410226
"632",7,32,0.38,0.69275491517309,0.604,0.693852888515097,0.988,0.987345765784433,0.95,0.760786173095734
"633",7,33,0.676,0.0948726411897934,0.252,0.0927825413060968,0.602,0.0549838784840004,0.592,0.203293664154192
"634",7,34,0.538,0.596469405834829,0.894,0.597485839470522,0.724,0.606315130855498,0.734,0.0975614863130925
"635",7,35,0.206,0.731723270344541,0.562,0.732795142483113,0.854,0.409887486433305,0.888,0.0157380194603389
"636",7,36,0.058,0.35613363128458,0.43,0.356045769668812,0.716,0.61843485113263,0.738,0.151772960906666
"637",7,37,0.036,0.121832895363298,0.114,0.119874531167163,0.906,0.799777674616854,0.868,0.152997219888388
"638",7,38,0.014,0.0899673744173645,0.252,0.0878618341248165,0.642,0.0965909801248155,0.692,0.169720080233228
"639",7,39,0.01,0.120119985323412,0.106,0.118151367985265,0.874,0.568662124651052,0.808,0.0703404228672364
"640",7,40,0.006,0.0755791954276391,0.244,0.0734497852970935,0.784,0.441452504952977,0.774,0.396379237903922
"641",7,41,0.016,0.128772373162206,0.178,0.126857571711605,0.956,0.662658156894109,0.928,0.903357759285734
"642",7,42,0.106,0.400719237897789,0.432,0.400928999767641,0.898,0.472056320487315,0.882,0.218954551844154
"643",7,43,0.002,0.0080834947537367,0.11,0.00708908575145373,0.962,0.19320965467757,0.896,0.0398090517240348
"644",7,44,0.166,0.548008634659704,0.588,0.548904796653247,0.796,0.166787687727507,0.804,0.708620281682017
"645",7,45,0,0.000446465486165999,0.09,0.000305278903178774,0.388,0.00274309948563478,0.39,0.0152893523233562
"646",7,46,0.104,0.42822260819904,0.326,0.428596133040997,0.994,0.997690117575092,0.944,0.176593674246967
"647",7,47,0,0.000509681346663226,0.03,0.000353549476490134,0.804,0.427974865764169,0.8,0.0397262874312942
"648",7,48,0.242,0.487586159132536,0.49,0.488258286362596,0.774,0.440358271744033,0.8,0.418219338265424
"649",7,49,0.126,0.00151749227715985,0.022,0.00117189042831711,0.512,0.0861840719450726,0.486,0.0268080062178537
"650",7,50,0,0.00541650394659707,0.122,0.00462634270020323,0.492,0.151512433424912,0.484,0.0249496436115049
"651",7,51,0.01,0.39875602713926,0.604,0.398953505722533,0.726,0.47810654551544,0.77,0.113324987384991
"652",7,52,0.79,0.952177894424278,0.944,0.952479901502123,0.918,0.310092993380419,0.908,0.304142093003645
"653",7,53,0.454,0.291330297954987,0.5,0.290747244794766,0.76,0.669045637068518,0.696,0.0241138115150055
"654",7,54,0.002,0.0787072399853504,0.236,0.0765799321851197,0.748,0.577188501233577,0.7,0.258367469889913
"655",7,55,0.028,0.132907770819637,0.134,0.131020336667122,0.872,0.812104182799622,0.88,0.180192640667994
"656",7,56,0.068,0.00997822200527702,0.748,0.00886431308411895,0.392,8.35165807540061e-05,0.392,0.000529064616823005
"657",7,57,0.128,0.479902639724175,0.348,0.480540446778465,0.974,0.660922031226945,0.954,0.0763412234051568
"658",7,58,0.01,0.102609595952154,0.796,0.100549947600575,0.498,0.0384906045974138,0.5,0.0935260163524129
"659",7,59,0.08,0.206799607902039,0.312,0.205499983403995,0.95,0.491221052769531,0.928,0.742608511596708
"660",7,60,0,0.00431732055561781,0.078,0.00362869943702737,0.532,0.0624044905466161,0.564,0.00247770164854388
"661",7,61,0.442,0.259948019350253,0.466,0.259104361364462,0.664,0.312480202586487,0.642,0.40662088161422
"662",7,62,0,0.0257691341854996,0.07,0.0240590601234367,0.87,0.482162329945551,0.856,0.0156576554545023
"663",7,63,0.78,0.9123889025473,0.988,0.912906270182312,0.91,0.134112996319355,0.924,0.833547410688886
"664",7,64,0.912,0.85175502998925,0.68,0.852536731439022,0.92,0.0954567206883954,0.91,0.910257505840101
"665",7,65,0.028,0.264775328372521,0.45,0.263972406555413,0.712,0.424882904436765,0.738,0.0221152136666951
"666",7,66,0.372,0.844027243390978,0.772,0.844837024831976,0.966,0.998088269224101,0.956,0.0626435859834005
"667",7,67,0.342,0.782862938086134,0.904,0.783849577476567,0.838,0.00554260709263676,0.814,0.804760406521647
"668",7,68,0.024,0.227544026876746,0.538,0.226423047132509,0.722,0.51460670946166,0.718,0.0682887650259651
"669",7,69,0,0.00181629229315366,0.054,0.00142498727213991,0.54,0.108035843943506,0.54,0.137055039628886
"670",7,70,0.01,0.0611740004386586,0.51,0.0590632140460482,0.53,0.0362987836516054,0.49,0.0739321950234129
"671",7,71,0.014,0.0144319315966646,0.072,0.0130923755440788,0.934,0.334676556829393,0.916,0.0172995621412906
"672",7,72,0,0.00181115568259394,0.024,0.00142060920658582,0.712,0.678616705978954,0.714,0.233299033330514
"673",7,73,0.006,0.396535556577019,0.346,0.396719048478485,0.896,0.682717671862906,0.85,0.00266048038661659
"674",7,74,0.45,0.861434050064507,0.682,0.862178782310052,0.938,0.143803855268507,0.924,0.580466977856223
"675",7,75,0.02,0.116331794977363,0.102,0.114341270998046,0.906,0.8764536863001,0.864,0.128483430876159
"676",7,76,0.252,0.442194506616525,0.982,0.442645155761443,0.722,0.308949869062127,0.73,0.0340504386058392
"677",7,77,0.04,0.288095435671092,0.34,0.287486031754367,0.756,0.17987044025606,0.728,0.330228340443113
"678",7,78,0.112,0.677089275558447,0.556,0.678188191404735,0.832,0.943199754585313,0.872,0.0394627179489919
"679",7,79,0.02,0.34621323401531,0.662,0.346054060336808,0.62,0.201136165453237,0.604,0.412816347926648
"680",7,80,0.362,0.74113978280479,0.526,0.742200288965384,0.996,0.774712873457473,0.972,0.769864762102564
"681",7,81,0.242,0.767574556500331,0.61,0.768592699863487,0.862,0.782965709240472,0.888,0.35741988223791
"682",7,82,0,0.00865090349600267,0.092,0.00761884834673621,0.926,0.432718150695381,0.848,0.0120243131808357
"683",7,83,0.002,0.000288822488136303,0.38,0.000187974452205086,0.294,0.00128686331264549,0.322,0.000551344869007542
"684",7,84,0.018,0.0896565496824224,0.08,0.0875501424658577,0.876,0.950335152434443,0.832,0.383408418386897
"685",7,85,0.008,0.0931011610670416,0.112,0.0910051134587162,0.89,0.476141385943508,0.934,0.524323063240413
"686",7,86,0.094,0.199314951615463,0.28,0.197951264781248,0.956,0.825891715294093,0.938,0.753911540119671
"687",7,87,0.638,0.643675691117229,0.602,0.644758209865782,0.812,0.0829730683017815,0.874,0.599229929192512
"688",7,88,0,0.000425018195860221,0.048,0.000289043327628136,0.46,0.0419428386509091,0.468,0.0468756995535875
"689",7,89,0.482,0.860504462820123,0.728,0.861252832373739,0.972,0.699092701625635,0.876,0.924100185649098
"690",7,90,0.01,0.185904919827749,0.206,0.184427685922621,0.778,0.334839406537634,0.824,0.0426616439321563
"691",7,91,0,1.75717459332032e-07,0.048,2.8941726348819e-08,0.562,0.0273800432325446,0.566,0.0091556924635362
"692",7,92,0.054,0.233289393837607,0.342,0.2322179089172,0.704,0.373831694421438,0.728,0.0217415893511078
"693",7,93,0.764,0.652693042881624,0.752,0.653782461580946,0.82,0.676707216139883,0.842,0.533280818624135
"694",7,94,0.112,0.362571832092947,0.276,0.362529293949544,0.974,0.807897667421177,0.946,0.570168873970129
"695",7,95,0.744,0.952326463690863,0.876,0.952627605140345,0.924,0.221838505294,0.942,0.737444459809555
"696",7,96,0.156,0.475114026805051,0.57,0.475729786262913,0.916,0.0623346171616936,0.968,0.629306136062286
"697",7,97,0,0.00922478295583811,0.316,0.00815632700759572,0.404,0.0580587307428964,0.468,0.00741215396060102
"698",7,98,0.014,0.0133112088523626,0.424,0.0120225066576005,0.428,0.0678337363118172,0.428,0.0163330434992319
"699",7,99,0.246,0.635576060114326,0.576,0.636650817832154,0.822,0.299250348341764,0.892,0.79939985660366
"700",7,100,0.11,0.452967666830753,0.844,0.453474935127088,0.66,0.55462278028467,0.658,0.051021871819489
"701",8,1,0.004,0.015589059403997,0.078,0.0145515692382359,0.896,0.638858367976064,0.898,0.0674058684120948
"702",8,2,0.206,0.597193364824516,0.562,0.597952258303041,0.84,0.907738485404355,0.852,0.468703583629901
"703",8,3,0.044,0.460262743257846,0.666,0.460668838699756,0.7,0.302970879922731,0.76,0.489956253521957
"704",8,4,0.266,0.520082085395611,0.438,0.520680745031514,0.764,0.237461155112024,0.804,0.142316715523454
"705",8,5,0.012,0.0738203706002722,0.116,0.0722364665380018,0.912,0.29201305840068,0.948,0.694863725648623
"706",8,6,0,0.00254850910755125,0.05,0.00217724376454254,0.708,0.434580922957054,0.678,0.0842098226657002
"707",8,7,0,0.0443520436578712,0.036,0.0428579596366159,0.784,0.46850733224519,0.812,0.584950274388022
"708",8,8,0,0.00188860263056829,0.016,0.0015843120541329,0.582,0.269592948394281,0.652,0.289298287524851
"709",8,9,0.15,0.426863974383479,0.87,0.427137282241993,0.654,0.0640385556650092,0.672,0.0639297582511162
"710",8,10,0,1.65181086296452e-05,0.042,9.00869411557537e-06,0.384,0.071849684949635,0.42,0.0108946938601981
"711",8,11,0.098,0.549301131580917,0.482,0.549972259721751,0.84,0.0903898699544292,0.91,0.685305168047892
"712",8,12,0.022,0.0220949556411849,0.466,0.0208915856727114,0.488,0.0555802954108147,0.45,0.0186105766810547
"713",8,13,0.178,0.344114784229951,0.272,0.343986062618704,0.916,0.943192313394602,0.85,0.0243130560523888
"714",8,14,0,0.00133889159024363,0.052,0.00109849770736759,0.556,0.126775621519415,0.57,0.104562859563948
"715",8,15,0,0.00397654160398731,0.338,0.00348388073767369,0.438,0.0390208382320592,0.404,0.0280008315975652
"716",8,16,0.004,0.0654395120109623,0.078,0.0638612225902581,0.878,0.33489080878773,0.866,0.772181878904425
"717",8,17,0,0.00651490668517034,0.112,0.00585411864174556,0.65,0.290088344411644,0.588,0.175779801776189
"718",8,18,0,0.0143460627218342,0.092,0.0133476748931607,0.882,0.822935571535686,0.944,0.575932850220332
"719",8,19,0.118,0.293914250043303,0.148,0.293497216500825,0.908,0.44958428854505,0.862,0.801821536470843
"720",8,20,0.004,0.0129071792936518,0.206,0.0119578758858957,0.946,0.873478168434614,0.916,0.273781340662519
"721",8,21,0,0.00053399810344073,0.108,0.000410088708942991,0.664,0.0655573024876799,0.622,0.00216754274345476
"722",8,22,0,0.0157612107955612,0.066,0.0147185257759279,0.688,0.00509075165657702,0.686,0.306317524639556
"723",8,23,0,0.0614182007424246,0.162,0.0598473032969074,0.486,0.0804538657748417,0.484,0.0263276715744406
