"","case","iteration","DD","PN","HP","PS1","PS1q","PS2","PS2q","PS3","WF","LR"
"27",1,27,0.0389820796938167,0.746149365920913,0.0419993914207309,0.0218791359938556,0,0.0399575390053017,0.221411330914872,0.0464742233391029,0.0266356175821538,1
"28",1,28,0.061939637152798,0.0133545284440772,0.0651746729236772,0.0458423694833916,5.61772850460329e-14,0.0456114722764203,0.51767028164193,0.361494894203526,0.178088510739888,1
"29",1,29,0.389020980069579,0.00443853210413202,0.388821063774429,0.280086178273752,0,0.356238018982794,0.983025597755716,0.281098488801709,0.647124170768159,0.00780000000000003
"30",1,30,0.208733590008483,0.177137048243481,0.210670360067871,2.3079711547247e-05,2.00012720830145e-08,0.288325506193752,0.847646484083291,0.31228349310277,0.00274761513207222,1
"31",1,31,0.20843428525141,1.09766315121407e-11,0.210374932904045,0.103432552469373,1.93542681881098e-09,0.246788490665473,0.218074827051149,0.305452090547271,0.0538482843495507,1
"32",1,32,0.000281925983747877,0.0143324233237642,0.000503425514077261,0.000166406412088316,0,0.000346523310673197,0.985935578240775,0.304346037706937,0.958622529007654,1
"33",1,33,0.0110008535861468,0.304980474147739,0.0129165438119043,0.0309684896458222,6.66133814775094e-15,0.0224441618241569,0.633422418181919,0.278013593147618,0.0176367703941485,0.00390000000000001
"34",1,34,0.00176635204197995,0.175328096266183,0.00247881320016552,0.00186131095144715,4.78191459851729e-06,0.0209773426144408,0.208781741405887,0.294992070381114,0.0106502580548922,1
"35",1,35,0.0513816420569653,0.000424209719633848,0.0545557316343814,0.0363920247693921,5.10702591327572e-15,0.00590800894495835,0.547451256295162,0.952003548690082,0.230781476207263,0.00729999999999997
"36",1,36,0.0026826312497964,0.00230085293076026,0.00359446369062219,0.215412353584044,3.29198890369753e-11,0.463251353638854,0.318225841183246,0.675005424691321,0.37385937226619,1
"37",1,37,0.439440975648902,0.551071762410817,0.438786900987259,0.0355639076151762,2.5268541481438e-08,0.310999293047304,0.0693902624191693,0.27492193390469,0.668336977702087,0.00390000000000001
"38",1,38,0.181946391399197,0.0440123156012227,0.184226462116966,0.0683584799928474,1.50998502590483e-09,0.568621050063375,0.586341569805785,0.161460495106063,0.0759992882529861,0.00960000000000005
"39",1,39,0.437140269724165,0.239248639571263,0.436505197847681,0.0651021724466503,0,0.424856662008253,0.482576213284812,0.95052191647292,0.945591301609832,1
"40",1,40,0.129166148725369,0.000290806084524798,0.132058904719731,0.250652865265762,3.99713920828937e-06,0.726866988830969,0.21701070377689,0.22749160377204,0.490070386437576,0.00549999999999995
"41",1,41,0.409548259808836,0.688140053672154,0.409154030127233,0.0899018668509697,0,0.220847170593107,0.61765764959658,0.660320924526557,0.369917384827134,1
"42",1,42,0.00128013548697736,0.970830437304354,0.0018657689035512,0.00104588707365194,2.22044604925031e-16,0.022398815058512,0.997385851840969,0.205444543749811,0.219807706318659,1
"43",1,43,1.65418469930678e-05,0.137082786682904,4.81725622490505e-05,3.27280125773655e-05,7.26556589558669e-07,0.341154592152752,0.65819034154711,0.498296298388364,0.00513912918802895,1
"44",1,44,0.00382252685549234,0.0015705388544208,0.00493742578084073,4.14702363535913e-05,9.56769986015793e-07,1.11463820928748e-06,0.00348674185089082,0.560156496121778,0.502118890942636,1
"45",1,45,0.00613342391570182,0.0695372035799908,0.00757153900625108,0.0306683525395492,3.27945995248768e-07,0.0744368348263877,0.0191969481891877,0.0790985325975696,0.0471818270948252,0.0071
"46",1,46,0.767266971312198,0.130356407254398,0.765716926915657,0.0304859257861964,2.66429989181916e-10,0.829619594053597,0.436734923452658,0.514396281995303,0.72057756950507,0.0109
"47",1,47,0.192892122663224,0.174502456260014,0.195033084369367,0.00137985702309296,9.88098491916389e-13,0.147228992957576,0.43868636569583,0.960607365123975,0.503359335414905,1
"48",1,48,0.918542792316086,0.730468681746448,0.917799871891331,0.899410198218897,0.92067575052573,0.895911880340119,0.847325896498734,0.724332767551742,0.874213862238458,1
"49",1,49,0.103395843555249,0.0265992984847406,0.106514360010378,0.147909779527539,1.53166146432682e-10,0.0628855073370058,0.651104757131859,0.534135656907187,0.00563681868829979,0.00749999999999995
"50",1,50,9.08615219088471e-05,0.944077719919831,0.000193982484604592,0.00035450936624204,3.16384758258792e-06,0.0518039098642922,0.512086163025341,0.921669371000474,0.0241942586927989,1
"51",1,51,0.00714264713283841,0.272941567966186,0.00869750090897223,9.86996467122747e-06,1.39417144495724e-10,0.00694360524094695,0.0552740666049085,0.338925480858762,0.000751869778779612,1
"52",1,52,0.0849901051223965,0.106020434081687,0.0882116542303683,0.109895882197562,0,0.07344572862008,0.117262940377221,0.940221339077328,0.223589196603256,1
"53",1,53,0.0347656360055059,0.023958304382657,0.0377007162515634,0.225381345400879,4.44089209850063e-16,0.0225486854360619,0.251391930418726,0.568963386186515,0.810433647579561,1
"54",1,54,0.112222666472883,0.0139776161509048,0.115272482284109,0.103664794771151,0,0.581140885116978,0.0363366876070808,0.25217050649543,0.503936733312861,1
"55",1,55,0.516008414931635,0.674806436789053,0.514820061483106,0.665749469780169,2.05058192648266e-12,0.459260589574725,0.934156242544778,0.449752872837441,0.86825166683568,0.00829999999999997
"56",1,56,0.401083584860902,0.00712112964432993,0.40076794784206,0.348780827000821,4.44089209850063e-16,0.504707163291697,0.614622399967976,0.39916722626135,0.455417180880362,1
"57",1,57,0.0276316253662442,0.398640852504644,0.0303810750856899,3.67294119940631e-06,5.97966121063109e-13,0.000816967004742875,6.17573091554746e-08,0.141800840716154,0.699055864106341,0.0223
"58",1,58,0.0547055075344269,0.088130771553697,0.057904771823555,0.670971739519548,6.84867701439273e-07,0.820968856512928,0.331109686410376,0.319728610890554,0.347704403447294,0.00770000000000004
"59",1,59,0.315550315132648,0.425447270464813,0.316142972731205,0.216288607547918,0,0.328560630404868,0.647559035072169,0.490683404325168,0.465940156664972,1
"60",1,60,0.0550432961425504,0.120393546914261,0.0582447885140657,0.0358972818168246,1.40026186201681e-08,0.0225560549166983,0.316644324731745,0.463413336631461,0.0553206206220783,1
"61",1,61,0.744543259063795,0.492854579300061,0.742937694497322,0.996982596017963,0,0.969700820389889,0.75572546376829,0.113391665680549,0.625586524235399,0.00549999999999995
"62",1,62,0.399812829681823,0.212619546893199,0.399509178502185,0.535295447530609,1.89757328739049e-08,0.381621258014498,0.890421260901124,0.210594946364709,0.260569838270414,1
"63",1,63,0.0483288574472599,0.426927248876558,0.0514742288001794,0.0923716459274971,1.06066511129654e-09,0.04859069135747,0.303638584100089,0.0971321664777536,0.0503500590055719,1
"64",1,64,0.196706249501787,7.84511091689262e-09,0.198798290477996,0.394832197783781,2.42048671486028e-05,0.655613944310788,0.188280207871215,0.286007060924477,0.911455571447587,0.00590000000000002
"65",1,65,0.24271009989578,4.88827943680976e-08,0.244206251397178,0.196025099616337,0,0.108923093116481,0.681096448993225,0.248196573530419,0.684013697745821,0.0112
"66",1,66,0.0113318369008899,0.0427400759378268,0.0132736852344505,0.0185356241318613,6.12713979553092e-09,0.260731543108613,0.000131220406551225,0.194786677821659,0.210129384797212,1
"67",1,67,0.180422356852567,0.833058328773045,0.182721611406114,0.196890023702112,0,0.535398900211424,0.00860012509782448,0.654646811088357,0.993876390081007,0.00629999999999997
"68",1,68,0.0284660830003026,0.296598297661057,0.0312408056793032,0.0254394350018197,4.56301663120939e-13,0.0477961497347907,0.158717404447835,0.268448421938279,0.0311430000390579,0.0121
"69",1,69,0.012349667566649,0.852511433490093,0.0143682184798196,0.00528007654633456,0,0.0754056687521206,0.0857968486997382,0.852409949690918,0.228632832158804,1
"70",1,70,0.275707579881617,0.47658599685487,0.276783733634034,0.0554387038054829,3.98570065840431e-14,0.13162730408498,0.546948084887637,0.348350466078107,0.182092532885582,1
"71",1,71,0.0124439256365354,0.0349171566466065,0.0144693100967257,0.0232158071519927,9.43449096624249e-09,0.00657446650928928,0.0333733733317122,0.320330490266668,0.0303096608964513,1
"72",1,72,0.630759412537905,0.00353127148433638,0.629139008972413,0.900895841083669,0,0.976593753917514,0.707990948638692,0.761367923221848,0.433292888884776,1
"73",1,73,0.00487091045951882,0.401212559300487,0.00614398021564455,0.664530535433339,1.33226762955019e-15,0.859139384277511,0.100185672153779,0.442122954409535,0.484561992315538,0.013
"74",1,74,0.0599257343974223,0.303486615573126,0.0631532068033117,0.0122946214837243,0,0.0412419292732475,0.0836402215673262,0.502590179589424,0.0611471826265458,1
"75",1,75,0.175141651726943,0.000197826679190387,0.177506950940798,0.0493859524142544,3.72119738965004e-05,0.497336114275198,0.903982377891032,0.799557329992034,0.173262451741381,1
"76",1,76,0.848571995944104,0.944494939782419,0.847361975708703,0.812068513603806,2.22044604925031e-16,0.480859671525533,0.869106550194057,0.866717374538,0.344218888257575,1
"77",1,77,0.025534088658028,0.00152359199317201,0.0282151288448261,0.242554189552312,0,0.908728247559506,0.132899991105913,0.407942381111078,0.969152855972946,0.0104
"78",1,78,0.0055469761204392,0.000127251995794656,0.00691138018472314,0.00649079219382576,6.75073452693908e-09,0.00451780315393546,0.0547692949941578,0.468547112065679,0.00075377078449379,1
"79",1,79,0.0870295236030092,1.72129521561834e-09,0.0902428907842468,0.126317248234545,3.42340711334543e-10,0.0526719986353692,0.791165222280055,0.469265207562642,0.0136864833925496,0.00349999999999995
"80",1,80,0.343484214519598,0.384131821790222,0.343758761382494,0.0625895928837126,1.17131997012798e-06,0.519868644069333,0.884250323343425,0.0671154113646619,0.134948910049156,1
"81",1,81,0.0439753935604311,0.00336850553066042,0.0470693344639498,0.0138647898262678,0,0.0467259109855367,0.700733463571138,0.291480061252793,0.425122322750328,0.0154
"82",1,82,0.676403051786181,0.470430260631929,0.674735678034095,0.756215659283296,0,0.184923247487001,0.246720983358488,0.102684439076082,0.873531071643931,1
"83",1,83,0.9933720334515,0.162086281102229,0.993303686141515,0.125315600989661,2.22044604925031e-16,0.542705159825001,0.790166960470227,0.161747805068749,0.881917555256609,1
"84",1,84,0.616827781785689,0.722180732397329,0.615235890280579,0.222380704791274,0,0.270648498800167,0.326187690117094,0.335071371665655,0.992128579784435,1
"85",1,85,0.175163023037029,0.0825654217333618,0.177528056396499,0.029251679072924,5.6083604427215e-10,0.0758525115243953,0.444921363800622,0.624548966546031,0.0893790273121144,0.00680000000000003
"86",1,86,0.260874106475466,0.92333563227292,0.262137398829743,2.47038029378421e-05,5.23145048881846e-05,0.0959550308572628,0.527171310282547,0.0875227494858505,0.911400295161102,1
"87",1,87,0.49573191282069,0.513593476079761,0.494666226942175,0.30003618280832,0,0.467142111698319,0.58255112273727,0.794332319258699,0.431430978390518,0.00609999999999999
"88",1,88,0.00675655918639961,0.0370811052299494,0.00826813915985143,0.0118544082907786,1.77635683940025e-15,0.000743285334200317,0.0287759705437403,0.218124766445097,0.0206722882245751,1
"89",1,89,0.0131472102977164,0.438702774635525,0.0152222346761289,0.0272327679197476,6.12843109593086e-14,0.39876510779568,0.0478314786525923,0.262877052168842,0.322815684012762,0.035
"90",1,90,0.531159940976551,0.0273927834026351,0.529888924987202,0.00728972078066126,3.71813690946965e-13,0.265750249425122,0.242934966173711,0.747682989932455,0.8862235745998,0.005
"91",1,91,0.0372983860745262,0.463281221978193,0.0402849663886433,4.05936036540488e-06,0,0.0425587696634016,0.47444518637581,0.168714098400183,0.0376241316200439,1
"92",1,92,0.00649678963135347,0.0317472526845666,0.00797831154280188,0.0847355140969529,3.40366338213993e-05,0.0211807371218909,0.361751978791658,0.789038128230911,0.0167287315385491,1
"93",1,93,0.293473202612163,0.0147999173225388,0.294329924927379,0.839787754055512,0,0.250543162719927,0.226117760032582,0.195234096226757,0.260063002546496,1
"94",1,94,0.000172974788577696,0.701637515305368,0.000332701285527658,0.0255317208464632,1.2307821428692e-11,0.496944457953457,0.000160369679740979,0.6760651067818,0.186572535966381,1
"95",1,95,0.10259919147584,0.000427323414949919,0.105723373604314,0.0214797877568134,1.26563981517336e-10,0.376648775075852,0.229288593867719,0.54470565140992,0.498743929282994,0.00560000000000005
"96",1,96,0.555007749562334,0.0101858673704234,0.553622331718196,0.504876924259474,1.66656533018283e-09,0.458397180953686,0.415289122373653,0.309486629986571,0.31726573868799,1
"97",1,97,0.386015201526023,0.712393293142748,0.385844791617694,0.025740849839385,0,0.0995706498127016,0.349329417988896,0.388670774839351,0.464276175544555,0.00570000000000004
"98",1,98,0.313436469409577,0.25410033368221,0.314053955051946,0.00890554313107239,0.0182184735212001,0.163529769268464,0.12366487640598,0.86333513401214,0.897925592970856,0.00409999999999999
"99",1,99,0.0484619828831807,0.00677795786653285,0.0516087263115761,0.0159813693230001,4.66293670342566e-15,0.204070166884862,0.23283844147681,0.309823571268884,0.0745265609563297,1
"100",1,100,0.293361804898423,0.0120303426658852,0.294219885086737,0.188216791805101,0,0.063561436695486,0.293819372354893,0.21629996170597,0.307668263180372,0.00660000000000005
"101",2,1,0.370130251896364,0.285819667241593,0.37029037395261,0.652003673056992,0.389215674751884,0.439726196985676,0.499302976214178,0.163518548114176,0.368002076760314,1
"102",2,2,0.44828326314418,0.431222249917447,0.445202947214461,0.547934176608543,0.489209074319494,0.701314605255755,0.701208661946301,0.620236077139145,0.701804373823792,1
"103",2,3,0.457601273936067,0.491308203091915,0.454190561268206,0.601840511475257,0.570149610126291,0.402391520202031,0.428088261272213,0.247672889286621,0.270244528320815,1
"104",2,4,0.490834200164018,0.429390924440005,0.486346774150197,0.667960777181842,0.589795785970855,0.880866417259993,0.519198521922126,0.592040995380051,0.419301653587693,1
"105",2,5,0.749123161989326,0.000364389459841962,0.741943398298095,0.595968986782578,0.0598013672123467,0.57947136551512,0.356284868010059,0.850698980432515,0.898541650426777,1
"106",2,6,0.970353973986955,0.680844137370823,0.969008127966106,0.696941043757829,0.832950029569822,0.953587338267009,0.959508958116392,0.851864242328314,0.9168106444201,1
"107",2,7,0.829831591029941,0.000159969034982198,0.8239137221927,0.932836045731114,0.976179032930244,0.900627975291388,0.864801748065697,0.445979056413264,0.593398401500796,0.00309999999999999
"108",2,8,0.130813857543919,0.209444400525858,0.144113125202397,0.43777931296166,0.617271887190019,0.282252803375333,0.279748937664757,0.228623144467744,0.200627845074896,1
"109",2,9,0.0548987509205912,3.07717043184479e-09,0.0701971708911832,0.125517010700375,0.230694911030211,0.0558651234888454,0.0766315377456789,0.166694770954951,0.0441949872064695,1
"110",2,10,0.989269408699443,0.000243540784300475,0.98876704937693,0.526760976479484,0.69911953801174,0.912845789776655,0.924448869384436,0.874028000334276,0.954020275926965,1
"111",2,11,0.454447758574199,0.015085116107101,0.451147480657584,0.214817411667593,0.347753649797282,0.640629317373735,0.535434189102738,0.417318089935202,0.538378085055814,1
"112",2,12,0.120540633745031,0.238884376187787,0.134327237870485,0.86160676794831,0.93997899029352,0.757000698003429,0.708314756121396,0.407493636189492,0.662277778434217,1
"113",2,13,0.721423984880124,0.611967860588239,0.71404235936332,0.262374294168679,0.30300158809242,0.700840068800843,0.963645715298091,0.327458116855094,0.795120604678917,0.00860000000000005
"114",2,14,0.168500235623571,0.50912273763093,0.179785612273318,0.144640008869896,0.250653695224213,0.346045142510435,0.23530496142457,0.0717583641707252,0.234172054937984,0.00619999999999998
"115",2,15,0.392243798716181,0.585261895929556,0.391404685700886,0.854766801220684,0.94040962267751,0.674993780913617,0.684401134527187,0.229319432272104,0.396592024325877,0.00509999999999999
"116",2,16,0.882686249675006,0.00148622540344546,0.878135918518149,0.832538494541735,0.784103109505596,0.66809431480556,0.535436005255335,0.448722850647913,0.639781043654878,1
"117",2,17,0.0646953758997875,0.129712694740674,0.0800627040830755,0.178794865521422,0.302028410449363,0.0836957582786075,0.0926197339560053,0.0720529245847499,0.0205756496370928,0.00109999999999999
"118",2,18,0.645336709180477,0.00113970898762477,0.638009963175716,0.971966219244982,0.951336877930449,0.864317333152222,0.833493687339593,0.821476992863669,0.607159297668278,1
"119",2,19,0.295632115662082,6.28156729531385e-05,0.299581417073951,0.183655747977161,0.272643331656324,0.464373971066566,0.253329433026877,0.438639246293945,0.35590741611427,1
"120",2,20,0.936144846097144,0.51871265019233,0.933410256887297,0.24815152504439,0.371891805137532,0.898778785132327,0.859760042911778,0.55347328691553,0.568350878165961,0.00409999999999999
"121",2,21,0.00802752851596444,0.0244553778612475,0.0173790112855602,0.00348861104196541,0.000116081342022012,0.0245760544886918,3.11642618141539e-05,0.114178858325788,0.000886005198633799,0.00170000000000003
"122",2,22,0.373854829842741,0.725141784507424,0.37384230830968,0.274646120431196,0.41731570832435,0.333878827800021,0.768147988460235,0.119157452132123,0.504668766704198,1
"123",2,23,0.911662200285571,0.103584805612233,0.908042246424963,0.966612391728004,0.758459527224783,0.861285181690825,0.797733018307461,0.62829669947139,0.707054843786479,0.00380000000000003
"124",2,24,0.558175147062903,0.452461140184158,0.552005513615878,0.575734123996194,0.732850216190593,0.390517639772379,0.70247428601218,0.401327043084174,0.63195898262765,0.00209999999999999
"125",2,25,0.584359072622256,0.586170502371775,0.577719778987891,0.222368843444484,0.36781790393697,0.749374617333348,0.824779277570839,0.593644528835657,0.783944259888382,0.001
"126",2,26,0.0170855558939644,0.130575541702081,0.0291797340557248,0.0316593648750609,0.059053771399546,0.150500806759154,0.677563989979972,0.359708958748443,0.632445693662207,1
"127",2,27,0.262055226913316,0.179934828004043,0.26788769910115,0.425273702590666,0.605712363963692,0.4071767854606,0.433257584848594,0.207617650162141,0.241063646587076,1
"128",2,28,0.137531306952165,0.210924352432707,0.150494115061705,0.384627338219922,0.534310201462796,0.301443865227208,0.318607778617272,0.168696819186575,0.469057260220459,1
"129",2,29,0.0504526634712078,0.137977221893228,0.0656585061760454,0.325044210697377,0.495699500145712,0.468354987610356,0.467977104966912,0.126896093681556,0.117303307077977,0.00180000000000002
"130",2,30,0.282361758298439,0.328156372328498,0.287044799539367,0.0908788428864616,0.0699729389745872,0.34475962581979,0.412967246143333,0.0733530564470181,0.298354198499747,1
"131",2,31,0.333821417341344,0.71483614188451,0.335752157037838,0.313278471233692,0.460712920870666,0.254676843345259,0.277265419479781,0.202396880064947,0.218714007559285,0.00600000000000001
"132",2,32,0.637838808717123,0.915427969576251,0.630565796143034,0.251186551930179,0.310623245691985,0.658514937241555,0.623180893989643,0.439203976047281,0.364988422065748,1
"133",2,33,0.0835418712705601,0.0688323398710347,0.0986617060409645,0.0118017459260173,0.0288343384531504,0.00366080363610299,0.00480481113831188,0.0587858162493834,0.050277235945834,0.00280000000000002
"134",2,34,0.969550559249185,0.00998607289641126,0.968170076827726,0.635765834912107,0.389404813949233,0.837158397610811,0.81489826730361,0.648677077944326,0.87127419197857,1
"135",2,35,0.0835384653212459,0.00142584093665095,0.0986583793661713,0.109722651967131,0.200935532416373,0.0502845444897114,0.0572372325394852,0.115053560811015,0.0529246110451752,1
"136",2,36,0.701326953316475,0.000536177476184788,0.693872989856482,0.168530375085386,0.271267238251748,0.186085046440824,0.183758804159907,0.309752106819928,0.255312841140636,0.00360000000000005
"137",2,37,0.127031303183679,2.21463923076359e-18,0.140514146994208,0.06838786267348,0.116613027959294,0.0582810866174444,0.0458792731735906,0.0248400699253331,0.0409769201077828,0.00419999999999998
"138",2,38,0.000437900381777712,0.157658231530104,0.00323579432017161,0.515054156024292,0.458319149746369,0.469486110360909,0.987811223913535,0.304879519203205,0.732088525162862,0.00190000000000001
"139",2,39,0.807476622263993,0.29501615610545,0.801108986509555,0.64564308762851,0.0394179913897664,0.368199145785127,0.154719146003213,0.583152340209245,0.581409237990763,1
"140",2,40,0.0136913939177993,7.97626033360192e-06,0.0249695363433734,0.154559191445283,0.216017861266867,0.162371831263085,0.0791050422830111,0.347571782394528,0.295932037764982,1
"141",2,41,0.0530931040296737,0.250789789986923,0.0683591375325993,0.457173416337535,0.636040680875509,0.506997073364937,0.395544718207908,0.427646458368756,0.638799626374692,1
"142",2,42,0.353165104449936,0.00333457162001573,0.354133159782922,0.658531432673658,0.814656211198895,0.520434560271775,0.511761905140736,0.114471379565176,0.246469123829405,1
"143",2,43,0.903541412074782,0.0146738429645408,0.899647847417246,0.9356196881081,0.966800767574181,0.857801005511058,0.848300718286313,0.620557846936927,0.66710354632545,1
"144",2,44,0.00333967937375967,0.622371830180098,0.00995975628788314,0.373336868890491,0.540748425256067,0.312487066254317,0.225089558833939,0.464165320980635,0.630053670473956,1
"145",2,45,0.48117741072206,0.233896190583036,0.4769863364705,0.291712837390914,0.430862948525174,0.470278577815463,0.382693390293954,0.779648828818087,0.72746652785922,1
"146",2,46,0.407825242647841,0.252328368047771,0.406320191321018,0.312279642363339,0.275633688195736,0.897850452097116,0.865223788622554,0.810254659291264,0.526823303889973,0.002
"147",2,47,0.0180977681998009,0.536157367415842,0.0304020410130896,0.193348414215536,0.305456482404831,0.133951828733663,0.118565313407093,0.15058755316478,0.157163824031937,0.00180000000000002
"148",2,48,0.122719262392567,0.1184546527253,0.136405591658454,0.405500029449986,0.584976401819803,0.268187818024911,0.332757516307988,0.760059135717416,0.991070665743996,1
"149",2,49,0.521168209614095,0.99707339773863,0.515839209784059,0.354033210155549,0.513853853476557,0.365945117684791,0.365045906291385,0.285764801919979,0.194006692992981,1
"150",2,50,0.209321850795743,0.294155954994128,0.218235146040803,0.615543796407637,0.262629501965186,0.439218150722783,0.220020959747682,0.167811255223951,0.107315868867626,0.00249999999999995
"151",2,51,0.71636611915609,0.0558058250157145,0.708960417057317,0.783697944080047,0.893803250261424,0.762918769648561,0.777587132665887,0.538780786993222,0.58835522145011,1
"152",2,52,0.583338466069837,0.00129240439335969,0.576715524337518,0.327475674300846,0.474583503451491,0.389346849208464,0.412844598893175,0.0628659102736949,0.330740704728137,0.00480000000000003
"153",2,53,0.911091075853444,0.566533076969445,0.907451552238296,0.423258770142998,0.488219780777197,0.341246200978753,0.277103679335819,0.606533122185432,0.549901790868135,0.00800000000000001
"154",2,54,0.881987427567565,0.00909708892385933,0.877416234810695,0.799453247289059,0.765111373499263,0.539300744843497,0.714361052350254,0.813321142150729,0.795082271178432,0.00490000000000002
"155",2,55,0.0796013494394511,0.266520372104042,0.0948056084356605,0.328668371937494,0.45778145507138,0.203934981613134,0.213410512989911,0.0729065740896016,0.0839401853246173,1
"156",2,56,0.782068341811406,0.00217301720501986,0.775282679780884,0.815063124643455,0.869027774593722,0.852037982385558,0.630834180028046,0.902149554081693,0.873672857530065,0.03
"157",2,57,0.81996483077058,0.634109127737732,0.813839000737675,0.288167460377894,0.207772759198508,0.168471577927101,0.103809605653656,0.503219856915539,0.556006502214045,0.002
"158",2,58,0.91569275453429,0.896106662689521,0.912212315135539,0.874760560336717,0.422282195571527,0.696430115448071,0.97624771822516,0.612876766043055,0.855078044705147,1
"159",2,59,0.849430050253747,0.0585182606274304,0.843969474675266,0.190808210603445,0.308421538542423,0.327493774726389,0.530698310189448,0.978822672713566,0.948061203374059,1
"160",2,60,0.474023902514706,0.244787219951669,0.470061120745451,0.250508550657393,0.351393239510637,0.370199923154702,0.457731617841753,0.255642740609282,0.368977728516258,0.00460000000000005
"161",2,61,0.00270811145214445,0.000173331260465094,0.00877784629336234,0.269608646284145,0.27806973489547,0.387327857323767,0.2834644734291,0.0468068961132549,0.323466142045569,0.00390000000000001
