"","expr","time"
"981","UPbrewer",40325001
"982","UPbrewer",34280201
"983","UPbrewer",35324001
"984","UPmidzuno",71216501
"985","UPbrewer",22195000
"986","UPbrewer",29250100
"987","UPmidzuno",96229901
"988","UPmidzuno",83097301
"989","UPtille",878274601
"990","UPbrewer",31589600
"991","UPtille",876674501
"992","UPtille",1098755300
"993","UPmidzuno",62590801
"994","UPtille",796952401
"995","UPmidzuno",60524901
"996","UPmidzuno",68423800
"997","UPbrewer",19589201
"998","UPsampford_edited",204953801
"999","UPtille",834926502
"1000","UPmidzuno",67271502
"1001","UPsampford_edited",219637001
"1002","UPbrewer",27093501
"1003","UPsampford_edited",177582202
"1004","UPmidzuno",75166000
"1005","UPtille",834839802
"1006","UPbrewer",32875901
"1007","UPmidzuno",65495701
"1008","UPbrewer",18416001
"1009","UPmidzuno",66660702
"1010","UPbrewer",29235601
"1011","UPmidzuno",70485801
"1012","UPmidzuno",72512501
"1013","UPbrewer",20837801
"1014","UPmidzuno",79583101
"1015","UPtille",830912200
"1016","UPsampford_edited",146944401
"1017","UPtille",991436201
"1018","UPbrewer",22767702
"1019","UPbrewer",36922600
"1020","UPmidzuno",72525300
"1021","UPsampford_edited",203867801
"1022","UPtille",870764700
"1023","UPsampford_edited",209290301
"1024","UPtille",889697900
"1025","UPsampford_edited",207235501
"1026","UPbrewer",30221501
"1027","UPbrewer",17783801
"1028","UPtille",830853201
"1029","UPbrewer",26162401
"1030","UPbrewer",19161702
"1031","UPtille",1007159200
"1032","UPmidzuno",68334901
"1033","UPbrewer",18564801
"1034","UPmidzuno",64109401
"1035","UPtille",834090401
"1036","UPsampford_edited",238076800
"1037","UPbrewer",27637201
"1038","UPsampford_edited",217888502
"1039","UPsampford_edited",38562702
"1040","UPmidzuno",67578700
"1041","UPmidzuno",69677801
"1042","UPbrewer",32236901
"1043","UPbrewer",19900801
"1044","UPmidzuno",81720201
"1045","UPtille",823217701
"1046","UPmidzuno",67311801
"1047","UPtille",809843101
"1048","UPtille",807198400
"1049","UPmidzuno",63537701
"1050","UPmidzuno",62527602
"1051","UPsampford_edited",222044400
"1052","UPbrewer",28094100
"1053","UPsampford_edited",37371501
"1054","UPsampford_edited",16670301
"1055","UPmidzuno",63980300
"1056","UPbrewer",27172601
"1057","UPmidzuno",217062200
"1058","UPmidzuno",60135401
"1059","UPsampford_edited",208106101
"1060","UPmidzuno",65849701
"1061","UPsampford_edited",205061400
"1062","UPtille",799090600
"1063","UPmidzuno",63663500
"1064","UPbrewer",29015701
"1065","UPmidzuno",63748300
"1066","UPbrewer",18609001
"1067","UPtille",839192800
"1068","UPmidzuno",72124202
"1069","UPsampford_edited",212956801
"1070","UPtille",816359200
"1071","UPsampford_edited",201919601
"1072","UPsampford_edited",222930101
"1073","UPtille",789385102
"1074","UPsampford_edited",128559801
"1075","UPsampford_edited",21410301
"1076","UPsampford_edited",199807401
"1077","UPbrewer",63935202
"1078","UPtille",1003700202
"1079","UPmidzuno",59055502
"1080","UPtille",776939702
"1081","UPbrewer",22382802
"1082","UPsampford_edited",213912901
"1083","UPbrewer",31862801
"1084","UPbrewer",19459601
"1085","UPtille",804847502
"1086","UPsampford_edited",200037701
"1087","UPsampford_edited",219653400
"1088","UPbrewer",26429301
"1089","UPtille",801921901
"1090","UPmidzuno",62692001
"1091","UPsampford_edited",202352301
"1092","UPtille",820240701
"1093","UPtille",944266501
"1094","UPmidzuno",67391901
"1095","UPmidzuno",63987801
"1096","UPsampford_edited",201977700
"1097","UPbrewer",22305101
"1098","UPsampford_edited",207893402
"1099","UPsampford_edited",230549602
"1100","UPsampford_edited",201782702
"1101","UPsampford_edited",61872601
"1102","UPtille",805842801
"1103","UPbrewer",28253101
"1104","UPmidzuno",62736502
"1105","UPmidzuno",68671501
"1106","UPbrewer",17540901
"1107","UPmidzuno",65538501
"1108","UPtille",825148901
"1109","UPsampford_edited",124470300
"1110","UPsampford_edited",207154201
"1111","UPmidzuno",63533201
"1112","UPmidzuno",65893701
"1113","UPtille",811743800
"1114","UPbrewer",21505001
"1115","UPbrewer",29773401
"1116","UPmidzuno",63157600
"1117","UPmidzuno",67561502
"1118","UPmidzuno",63547801
"1119","UPmidzuno",71194102
"1120","UPsampford_edited",206634601
"1121","UPbrewer",27494901
"1122","UPmidzuno",239195301
"1123","UPmidzuno",61149002
"1124","UPtille",759364201
"1125","UPmidzuno",59858902
"1126","UPmidzuno",82288600
"1127","UPsampford_edited",207818701
"1128","UPsampford_edited",58304601
"1129","UPsampford_edited",205390001
"1130","UPsampford_edited",202224501
"1131","UPtille",890768901
"1132","UPbrewer",17544001
"1133","UPsampford_edited",202229701
"1134","UPtille",825706500
"1135","UPtille",967451801
"1136","UPtille",772152501
"1137","UPbrewer",25480602
"1138","UPmidzuno",63450001
"1139","UPtille",788150601
"1140","UPmidzuno",60908301
"1141","UPtille",755531401
"1142","UPmidzuno",63607701
"1143","UPbrewer",30823402
"1144","UPbrewer",17890700
"1145","UPtille",785684601
"1146","UPmidzuno",61896101
"1147","UPbrewer",17526700
"1148","UPtille",929161501
"1149","UPmidzuno",62910701
"1150","UPmidzuno",59958601
"1151","UPmidzuno",70116401
"1152","UPbrewer",17370201
"1153","UPbrewer",20329502
"1154","UPmidzuno",95901502
"1155","UPbrewer",18632101
"1156","UPsampford_edited",203313501
"1157","UPmidzuno",64064801
"1158","UPmidzuno",61934101
"1159","UPbrewer",26962702
"1160","UPsampford_edited",199022501
"1161","UPtille",819300701
"1162","UPbrewer",17677301
"1163","UPtille",813138200
"1164","UPsampford_edited",198067601
"1165","UPsampford_edited",210322701
"1166","UPsampford_edited",201500301
"1167","UPmidzuno",62707101
"1168","UPtille",801783401
"1169","UPbrewer",17903800
"1170","UPtille",973708200
"1171","UPbrewer",18560000
"1172","UPtille",818823102
"1173","UPtille",849905900
"1174","UPmidzuno",59651201
"1175","UPsampford_edited",145705600
"1176","UPtille",782493701
"1177","UPsampford_edited",146245201
"1178","UPmidzuno",60419300
"1179","UPbrewer",27653600
"1180","UPbrewer",17560101
"1181","UPbrewer",33441101
"1182","UPmidzuno",58831101
"1183","UPbrewer",18893801
"1184","UPbrewer",29980600
"1185","UPtille",783916401
"1186","UPtille",938492801
"1187","UPtille",758226701
"1188","UPmidzuno",77925001
"1189","UPsampford_edited",88330001
"1190","UPbrewer",17526102
"1191","UPtille",761409301
"1192","UPtille",770889901
"1193","UPbrewer",25070501
"1194","UPsampford_edited",209271102
"1195","UPbrewer",28501201
"1196","UPsampford_edited",199024502
"1197","UPtille",805521800
"1198","UPmidzuno",63030802
"1199","UPtille",944290201
"1200","UPmidzuno",60461401
"1201","UPbrewer",26925700
"1202","UPsampford_edited",215979701
"1203","UPmidzuno",62432800
"1204","UPmidzuno",63618201
"1205","UPbrewer",17773801
"1206","UPmidzuno",66534602
"1207","UPtille",810998001
"1208","UPtille",806848101
"1209","UPmidzuno",77497300
"1210","UPbrewer",18355302
"1211","UPmidzuno",74297101
"1212","UPtille",856175701
"1213","UPmidzuno",68902901
"1214","UPmidzuno",77774701
"1215","UPbrewer",30554701
"1216","UPtille",828861101
"1217","UPsampford_edited",372975801
"1218","UPsampford_edited",200966101
"1219","UPbrewer",27461502
"1220","UPsampford_edited",179778801
"1221","UPbrewer",17590001
"1222","UPsampford_edited",205535802
"1223","UPbrewer",28008301
"1224","UPsampford_edited",49779002
"1225","UPtille",807620000
"1226","UPmidzuno",62751202
"1227","UPtille",810985101
"1228","UPsampford_edited",207948202
"1229","UPbrewer",29909400
"1230","UPsampford_edited",203250001
"1231","UPsampford_edited",236292101
"1232","UPbrewer",18328001
"1233","UPmidzuno",64568600
"1234","UPtille",802213901
"1235","UPmidzuno",63410601
"1236","UPsampford_edited",209221901
"1237","UPtille",810083601
"1238","UPmidzuno",75163001
"1239","UPmidzuno",67395901
"1240","UPbrewer",17933400
"1241","UPsampford_edited",163493600
"1242","UPtille",949007901
"1243","UPbrewer",25681900
"1244","UPsampford_edited",211114101
"1245","UPtille",809173801
"1246","UPmidzuno",67398001
"1247","UPbrewer",18569301
"1248","UPsampford_edited",208582002
"1249","UPtille",826284601
"1250","UPtille",812855102
"1251","UPsampford_edited",202755301
"1252","UPsampford_edited",204226801
"1253","UPbrewer",17583900
"1254","UPmidzuno",72703701
"1255","UPbrewer",17294901
"1256","UPbrewer",34159001
"1257","UPbrewer",18228701
"1258","UPmidzuno",64501501
"1259","UPsampford_edited",17854001
"1260","UPtille",973721201
"1261","UPsampford_edited",39938901
"1262","UPbrewer",20063902
"1263","UPtille",795354700
"1264","UPmidzuno",59496301
"1265","UPsampford_edited",76258401
"1266","UPbrewer",18535501
"1267","UPtille",821846200
"1268","UPtille",792363701
"1269","UPbrewer",26023101
"1270","UPsampford_edited",209954401
"1271","UPtille",806465000
"1272","UPtille",979015401
"1273","UPmidzuno",62332900
"1274","UPtille",783093902
"1275","UPmidzuno",59631401
"1276","UPbrewer",17703201
"1277","UPmidzuno",64751500
"1278","UPbrewer",26345502
"1279","UPmidzuno",59945300
"1280","UPbrewer",19250101
"1281","UPbrewer",27624201
"1282","UPmidzuno",62741301
"1283","UPsampford_edited",201383801
"1284","UPsampford_edited",260478701
"1285","UPsampford_edited",40499901
"1286","UPsampford_edited",76383201
"1287","UPmidzuno",63139001
"1288","UPmidzuno",81777501
"1289","UPbrewer",17634901
"1290","UPsampford_edited",211212501
"1291","UPbrewer",28120701
"1292","UPtille",807458501
"1293","UPmidzuno",63480101
"1294","UPmidzuno",63486802
"1295","UPtille",804128800
"1296","UPsampford_edited",71600001
"1297","UPtille",790738801
"1298","UPbrewer",26813601
"1299","UPtille",948652300
"1300","UPtille",781628201
"1301","UPmidzuno",61476702
"1302","UPtille",776257001
"1303","UPbrewer",18356101
"1304","UPsampford_edited",208965001
"1305","UPsampford_edited",202311001
"1306","UPsampford_edited",26999501
"1307","UPbrewer",17689901
"1308","UPtille",825264301
"1309","UPtille",814375101
"1310","UPsampford_edited",210574002
"1311","UPtille",941402801
"1312","UPbrewer",17794900
"1313","UPsampford_edited",203427001
"1314","UPsampford_edited",199291601
"1315","UPtille",798822601
"1316","UPmidzuno",62041001
"1317","UPmidzuno",60491101
"1318","UPtille",798644001
"1319","UPtille",781951001
"1320","UPsampford_edited",149307801
"1321","UPtille",949349600
"1322","UPsampford_edited",202151002
"1323","UPtille",797520200
"1324","UPmidzuno",70824101
"1325","UPbrewer",29367101
"1326","UPmidzuno",75046401
"1327","UPtille",807663801
"1328","UPtille",844878302
"1329","UPmidzuno",64040301
"1330","UPsampford_edited",208695401
"1331","UPmidzuno",62723902
"1332","UPsampford_edited",204844001
"1333","UPtille",845359301
"1334","UPsampford_edited",201224302
"1335","UPtille",990250200
"1336","UPmidzuno",60553001
"1337","UPtille",794352401
"1338","UPmidzuno",60777700
"1339","UPsampford_edited",201185701
"1340","UPtille",787457001
"1341","UPbrewer",17779800
"1342","UPsampford_edited",221808202
"1343","UPmidzuno",68873202
"1344","UPmidzuno",61244402
"1345","UPmidzuno",61079800
"1346","UPsampford_edited",220274701
"1347","UPmidzuno",63515202
"1348","UPtille",765714601
"1349","UPsampford_edited",238013401
"1350","UPbrewer",25561101
"1351","UPsampford_edited",203504601
"1352","UPmidzuno",69489302
"1353","UPmidzuno",59825401
"1354","UPsampford_edited",200212501
"1355","UPbrewer",18253901
"1356","UPsampford_edited",34292600
"1357","UPbrewer",27607201
"1358","UPtille",942177801
"1359","UPbrewer",27463901
"1360","UPbrewer",18145701
"1361","UPsampford_edited",65590101
"1362","UPmidzuno",74491501
"1363","UPmidzuno",69879602
"1364","UPmidzuno",62379401
"1365","UPmidzuno",62153201
"1366","UPmidzuno",83039002
"1367","UPmidzuno",62127201
"1368","UPsampford_edited",202914301
"1369","UPbrewer",28592102
"1370","UPsampford_edited",212050801
"1371","UPbrewer",17944701
"1372","UPbrewer",19732300
"1373","UPtille",808516001
"1374","UPmidzuno",61644701
"1375","UPtille",802723201
"1376","UPbrewer",17440801
"1377","UPmidzuno",64583300
"1378","UPtille",839310402
"1379","UPsampford_edited",56663400
"1380","UPtille",805314702
"1381","UPbrewer",27024700
"1382","UPbrewer",18609901
"1383","UPmidzuno",240833601
"1384","UPtille",759210201
"1385","UPtille",778520701
"1386","UPtille",773222801
"1387","UPbrewer",26835801
"1388","UPbrewer",17828701
"1389","UPtille",797507201
"1390","UPmidzuno",60248001
"1391","UPbrewer",17743000
"1392","UPsampford_edited",205919102
"1393","UPtille",951468001
"1394","UPsampford_edited",205592601
"1395","UPsampford_edited",208590700
"1396","UPtille",773839102
"1397","UPbrewer",26517801
"1398","UPsampford_edited",217206801
"1399","UPmidzuno",60312001
"1400","UPsampford_edited",217772401
"1401","UPsampford_edited",198351901
"1402","UPtille",780302001
"1403","UPtille",771185401
"1404","UPbrewer",25636301
"1405","UPtille",785109202
"1406","UPsampford_edited",382661101
"1407","UPsampford_edited",225334001
"1408","UPmidzuno",63175000
"1409","UPbrewer",26502801
"1410","UPsampford_edited",102011301
"1411","UPbrewer",28047500
"1412","UPmidzuno",65881401
"1413","UPsampford_edited",202159001
"1414","UPtille",804674301
"1415","UPsampford_edited",200305001
"1416","UPsampford_edited",209770401
"1417","UPsampford_edited",222832101
"1418","UPbrewer",28970501
"1419","UPsampford_edited",38952100
"1420","UPmidzuno",64410700
"1421","UPtille",795478601
"1422","UPsampford_edited",219537601
"1423","UPsampford_edited",204668701
"1424","UPmidzuno",61775101
"1425","UPbrewer",29349901
"1426","UPtille",810000001
"1427","UPmidzuno",67066301
"1428","UPmidzuno",64687600
"1429","UPbrewer",27415601
"1430","UPsampford_edited",206070701
"1431","UPtille",868107301
"1432","UPtille",940180801
"1433","UPsampford_edited",203697701
"1434","UPtille",800112401
"1435","UPtille",806929802
"1436","UPtille",791113401
"1437","UPbrewer",26649201
"1438","UPbrewer",19349800
"1439","UPtille",822396201
"1440","UPtille",958711701
"1441","UPbrewer",18381301
"1442","UPbrewer",27794201
"1443","UPmidzuno",63275501
"1444","UPmidzuno",61414600
"1445","UPtille",814092200
"1446","UPmidzuno",59147001
"1447","UPmidzuno",62934802
"1448","UPbrewer",27339202
"1449","UPmidzuno",58950101
"1450","UPtille",775885701
"1451","UPbrewer",17757701
"1452","UPmidzuno",63985000
"1453","UPmidzuno",69167100
"1454","UPtille",793158500
"1455","UPmidzuno",64092300
"1456","UPtille",946774502
"1457","UPmidzuno",65786202
"1458","UPbrewer",25757701
"1459","UPsampford_edited",201104300
"1460","UPbrewer",17918501
"1461","UPsampford_edited",205828600
"1462","UPmidzuno",66720400
"1463","UPmidzuno",80664801
"1464","UPbrewer",25614902
"1465","UPsampford_edited",204552201
"1466","UPtille",804290500
"1467","UPsampford_edited",208111201
"1468","UPmidzuno",64432500
"1469","UPbrewer",26982901
"1470","UPtille",805961701
"1471","UPsampford_edited",80411101
"1472","UPtille",792950100
"1473","UPbrewer",17924401
"1474","UPtille",802021202
"1475","UPsampford_edited",203490801
"1476","UPbrewer",28279600
"1477","UPsampford_edited",199415101
"1478","UPtille",944295701
"1479","UPbrewer",19096602
"1480","UPsampford_edited",199510402
"1481","UPtille",815979101
"1482","UPsampford_edited",202153600
"1483","UPsampford_edited",26485501
"1484","UPsampford_edited",201331301
"1485","UPsampford_edited",200144802
"1486","UPmidzuno",65325701
"1487","UPbrewer",19494301
"1488","UPmidzuno",67471301
"1489","UPmidzuno",64150101
"1490","UPmidzuno",64348801
"1491","UPmidzuno",92214001
"1492","UPbrewer",17525801
"1493","UPbrewer",32978201
"1494","UPmidzuno",63007701
"1495","UPmidzuno",61831201
"1496","UPmidzuno",76478501
"1497","UPsampford_edited",195045202
"1498","UPsampford_edited",203699202
"1499","UPsampford_edited",208049102
"1500","UPmidzuno",63557300
"1501","UPsampford_edited",225646302
"1502","UPbrewer",28407100
"1503","UPsampford_edited",209106201
"1504","UPbrewer",17903001
"1505","UPbrewer",31821001
"1506","UPbrewer",18937402
"1507","UPmidzuno",64871001
"1508","UPmidzuno",63562501
"1509","UPmidzuno",68169401
"1510","UPtille",819820701
"1511","UPsampford_edited",202723202
"1512","UPtille",965100500
"1513","UPtille",779643101
"1514","UPmidzuno",63156302
"1515","UPsampford_edited",203192201
"1516","UPsampford_edited",147912401
"1517","UPbrewer",17913501
"1518","UPmidzuno",73665002
"1519","UPtille",784212601
"1520","UPtille",774036201
"1521","UPsampford_edited",172252401
"1522","UPmidzuno",61067701
"1523","UPtille",772817001
"1524","UPbrewer",27932601
"1525","UPsampford_edited",203471702
"1526","UPtille",952620001
"1527","UPbrewer",18175901
"1528","UPbrewer",26985402
"1529","UPbrewer",21048500
"1530","UPsampford_edited",202687701
"1531","UPmidzuno",69155901
"1532","UPbrewer",18499301
"1533","UPtille",804837501
"1534","UPmidzuno",73719501
"1535","UPmidzuno",63196300
"1536","UPsampford_edited",103105102
"1537","UPsampford_edited",195357601
"1538","UPbrewer",17089002
"1539","UPsampford_edited",211191801
"1540","UPsampford_edited",208293301
"1541","UPmidzuno",67856202
"1542","UPtille",784878501
"1543","UPmidzuno",61021901
"1544","UPbrewer",19565401
"1545","UPtille",803816501
"1546","UPbrewer",17572401
"1547","UPmidzuno",63164800
"1548","UPsampford_edited",126108900
"1549","UPbrewer",18935801
"1550","UPmidzuno",63075402
"1551","UPsampford_edited",206179201
"1552","UPsampford_edited",209081701
"1553","UPsampford_edited",200896100
"1554","UPbrewer",17847301
"1555","UPsampford_edited",238183401
"1556","UPsampford_edited",201089000
"1557","UPmidzuno",66943301
"1558","UPmidzuno",65600001
"1559","UPtille",975613900
"1560","UPtille",795078900
"1561","UPsampford_edited",204693201
"1562","UPtille",821031300
"1563","UPbrewer",17898601
"1564","UPbrewer",28876901
"1565","UPtille",819723800
"1566","UPsampford_edited",205491901
"1567","UPtille",841587801
"1568","UPtille",941781901
"1569","UPmidzuno",94407101
"1570","UPtille",773356801
"1571","UPbrewer",18442301
"1572","UPsampford_edited",230953201
"1573","UPsampford_edited",204777101
"1574","UPtille",834459601
"1575","UPtille",806472301
"1576","UPbrewer",17746002
"1577","UPbrewer",18679101
"1578","UPbrewer",29603901
"1579","UPsampford_edited",43896702
"1580","UPsampford_edited",228255002
"1581","UPtille",799645301
"1582","UPtille",949908001
"1583","UPsampford_edited",227580101
"1584","UPsampford_edited",207502201
"1585","UPbrewer",18762701
"1586","UPtille",884103501
"1587","UPsampford_edited",20383401
"1588","UPsampford_edited",214536701
"1589","UPtille",846564901
"1590","UPmidzuno",63375201
"1591","UPmidzuno",62815501
"1592","UPsampford_edited",107271101
"1593","UPmidzuno",64544302
"1594","UPsampford_edited",206007401
"1595","UPbrewer",27282001
"1596","UPsampford_edited",210095401
"1597","UPmidzuno",64079701
"1598","UPbrewer",45526301
"1599","UPsampford_edited",206034701
"1600","UPtille",833222500
"1601","UPsampford_edited",205502901
"1602","UPtille",986385901
"1603","UPmidzuno",62233601
"1604","UPmidzuno",61717500
"1605","UPsampford_edited",200356600
"1606","UPmidzuno",71750101
"1607","UPmidzuno",62199100
"1608","UPsampford_edited",203856001
"1609","UPbrewer",18581500
"1610","UPmidzuno",63161801
"1611","UPtille",777403601
"1612","UPsampford_edited",213092002
"1613","UPsampford_edited",230590001
"1614","UPbrewer",17316302
"1615","UPsampford_edited",207269500
"1616","UPtille",785572501
"1617","UPsampford_edited",105227201
"1618","UPbrewer",17726201
"1619","UPsampford_edited",132348601
"1620","UPsampford_edited",205254601
"1621","UPtille",796469401
"1622","UPmidzuno",62041200
"1623","UPsampford_edited",8059000
"1624","UPtille",794561001
"1625","UPbrewer",27873700
"1626","UPmidzuno",62837301
"1627","UPsampford_edited",363316101
"1628","UPbrewer",18113902
"1629","UPbrewer",35840401
"1630","UPmidzuno",67563501
"1631","UPtille",826572500
"1632","UPtille",826551200
"1633","UPbrewer",17991601
"1634","UPbrewer",31689801
"1635","UPtille",812335801
"1636","UPtille",818604901
"1637","UPsampford_edited",235837302
"1638","UPtille",797165001
"1639","UPsampford_edited",377422201
"1640","UPbrewer",27043802
"1641","UPsampford_edited",205963701
"1642","UPsampford_edited",205534200
"1643","UPbrewer",17672601
"1644","UPtille",816809301
"1645","UPmidzuno",63581801
"1646","UPbrewer",28032802
"1647","UPmidzuno",64975001
"1648","UPtille",816966301
"1649","UPmidzuno",64200901
"1650","UPbrewer",28013901
"1651","UPtille",842163101
"1652","UPmidzuno",63290402
"1653","UPtille",817771000
"1654","UPsampford_edited",112763702
"1655","UPbrewer",18194601
"1656","UPtille",960394601
"1657","UPsampford_edited",202308101
"1658","UPbrewer",29400201
"1659","UPtille",813420201
"1660","UPbrewer",19346401
"1661","UPbrewer",31675901
"1662","UPtille",811006401
"1663","UPmidzuno",66432801
"1664","UPtille",809586301
"1665","UPtille",822174001
"1666","UPtille",979203801
"1667","UPbrewer",25887401
"1668","UPbrewer",18188601
"1669","UPtille",823632301
"1670","UPmidzuno",63011302
"1671","UPmidzuno",69696401
"1672","UPbrewer",18255200
"1673","UPtille",794104601
"1674","UPtille",822694300
"1675","UPtille",784787900
"1676","UPtille",951994201
"1677","UPbrewer",18788700
"1678","UPmidzuno",64642501
"1679","UPtille",782453901
"1680","UPbrewer",26116701
"1681","UPbrewer",18380500
"1682","UPbrewer",29700901
"1683","UPbrewer",18804501
"1684","UPsampford_edited",218314401
"1685","UPbrewer",43970801
"1686","UPmidzuno",67711401
"1687","UPbrewer",30007901
"1688","UPsampford_edited",202503801
"1689","UPbrewer",24355201
"1690","UPsampford_edited",203913400
"1691","UPsampford_edited",204330602
"1692","UPsampford_edited",229530802
"1693","UPmidzuno",89775801
"1694","UPmidzuno",61594601
"1695","UPbrewer",26878600
"1696","UPsampford_edited",198366801
"1697","UPbrewer",18050502
"1698","UPtille",824321300
"1699","UPsampford_edited",206400101
"1700","UPtille",841236102
"1701","UPmidzuno",63371201
"1702","UPtille",1008887301
"1703","UPbrewer",39738201
"1704","UPbrewer",21090301
"1705","UPsampford_edited",126551601
"1706","UPbrewer",17863800
"1707","UPtille",818658501
"1708","UPmidzuno",62443800
"1709","UPsampford_edited",200643202
"1710","UPmidzuno",137056701
"1711","UPtille",820363500
"1712","UPmidzuno",76053401
"1713","UPbrewer",18018501
"1714","UPmidzuno",68436502
"1715","UPmidzuno",66110001
"1716","UPtille",829668700
"1717","UPmidzuno",75185500
"1718","UPbrewer",18333801
"1719","UPsampford_edited",206679701
"1720","UPmidzuno",73767802
"1721","UPmidzuno",65467801
"1722","UPtille",828295802
"1723","UPtille",957686801
"1724","UPbrewer",23167201
"1725","UPsampford_edited",137738202
"1726","UPtille",794766400
"1727","UPsampford_edited",216428401
"1728","UPtille",810225002
"1729","UPtille",888443301
"1730","UPbrewer",30056101
"1731","UPtille",822033302
"1732","UPmidzuno",63392101
"1733","UPbrewer",19806701
"1734","UPbrewer",31344801
"1735","UPbrewer",20233700
"1736","UPtille",993061100
"1737","UPbrewer",18264302
"1738","UPtille",766519602
"1739","UPsampford_edited",221518500
"1740","UPtille",802641801
"1741","UPbrewer",28361801
"1742","UPsampford_edited",236267501
"1743","UPbrewer",18164701
"1744","UPtille",829791901
"1745","UPmidzuno",70234700
"1746","UPsampford_edited",152123901
"1747","UPmidzuno",64285900
"1748","UPtille",826460801
"1749","UPtille",993110101
"1750","UPsampford_edited",214283601
"1751","UPbrewer",16904802
"1752","UPsampford_edited",208950901
"1753","UPtille",802841102
"1754","UPsampford_edited",217917600
"1755","UPsampford_edited",219712901
"1756","UPsampford_edited",203184001
"1757","UPsampford_edited",26550801
"1758","UPbrewer",26521102
"1759","UPbrewer",18066600
"1760","UPtille",831650101
"1761","UPmidzuno",63362500
"1762","UPtille",825673102
"1763","UPsampford_edited",205248200
"1764","UPtille",975000201
"1765","UPbrewer",26524201
"1766","UPbrewer",19981101
"1767","UPtille",796639300
"1768","UPmidzuno",60830402
"1769","UPtille",796062901
"1770","UPmidzuno",67923501
"1771","UPbrewer",17767001
"1772","UPbrewer",30673401
"1773","UPmidzuno",61384001
"1774","UPbrewer",18181900
"1775","UPmidzuno",64427201
"1776","UPsampford_edited",202806301
"1777","UPsampford_edited",223929201
"1778","UPbrewer",27798102
"1779","UPmidzuno",71932902
"1780","UPsampford_edited",207449801
"1781","UPtille",789271301
"1782","UPbrewer",25860701
"1783","UPmidzuno",63146401
"1784","UPsampford_edited",202950401
"1785","UPmidzuno",64455600
"1786","UPsampford_edited",189205901
"1787","UPtille",788858700
"1788","UPsampford_edited",200885901
"1789","UPsampford_edited",213770401
"1790","UPsampford_edited",380417901
"1791","UPsampford_edited",204647500
"1792","UPmidzuno",61436201
"1793","UPtille",784098001
"1794","UPsampford_edited",209149101
"1795","UPbrewer",18744701
"1796","UPsampford_edited",22690902
"1797","UPbrewer",27695402
"1798","UPsampford_edited",206777100
"1799","UPbrewer",17936301
"1800","UPbrewer",29576201
"1801","UPtille",781552701
"1802","UPtille",796113001
"1803","UPtille",772698101
"1804","UPbrewer",26337002
"1805","UPbrewer",19071101
"1806","UPsampford_edited",4049101
"1807","UPbrewer",46111501
"1808","UPtille",952067300
"1809","UPsampford_edited",227366401
"1810","UPsampford_edited",89528302
"1811","UPmidzuno",64417000
"1812","UPtille",815990602
"1813","UPmidzuno",66968201
"1814","UPsampford_edited",201670002
"1815","UPsampford_edited",209611802
"1816","UPmidzuno",63899801
"1817","UPbrewer",28363801
"1818","UPbrewer",18585101
"1819","UPbrewer",31170102
"1820","UPmidzuno",69570700
"1821","UPsampford_edited",205857301
"1822","UPbrewer",17894801
"1823","UPsampford_edited",228739300
"1824","UPsampford_edited",200242101
"1825","UPmidzuno",73555100
"1826","UPmidzuno",67637800
"1827","UPsampford_edited",214639201
"1828","UPbrewer",28520601
"1829","UPsampford_edited",29444600
"1830","UPbrewer",29256702
"1831","UPbrewer",17373001
"1832","UPsampford_edited",54696300
"1833","UPbrewer",27819701
"1834","UPbrewer",18563501
"1835","UPsampford_edited",224083101
"1836","UPsampford_edited",202185101
"1837","UPbrewer",27756401
"1838","UPbrewer",17991801
"1839","UPsampford_edited",37857902
"1840","UPmidzuno",63526201
"1841","UPmidzuno",62729100
"1842","UPtille",807067202
"1843","UPmidzuno",66811400
"1844","UPbrewer",37408800
"1845","UPmidzuno",76293400
"1846","UPbrewer",19608401
"1847","UPsampford_edited",4992701
"1848","UPtille",812653102
"1849","UPbrewer",32442701
"1850","UPmidzuno",65546202
"1851","UPmidzuno",64937500
"1852","UPmidzuno",63347401
"1853","UPbrewer",28335002
"1854","UPtille",959594801
"1855","UPbrewer",18588902
"1856","UPbrewer",34796000
"1857","UPtille",790343601
"1858","UPmidzuno",65372901
"1859","UPtille",782444501
"1860","UPtille",766804001
"1861","UPmidzuno",62904000
"1862","UPsampford_edited",230774502
"1863","UPmidzuno",65426601
"1864","UPtille",821472000
"1865","UPtille",941495801
"1866","UPtille",877051001
"1867","UPbrewer",23571802
"1868","UPtille",805625401
"1869","UPtille",796228001
"1870","UPmidzuno",66283701
"1871","UPbrewer",26562700
"1872","UPmidzuno",63267502
"1873","UPbrewer",18144400
"1874","UPsampford_edited",201135202
"1875","UPtille",824310601
"1876","UPbrewer",17613901
"1877","UPmidzuno",218316101
"1878","UPtille",796164301
"1879","UPmidzuno",61034401
"1880","UPsampford_edited",148653001
"1881","UPbrewer",28021801
"1882","UPsampford_edited",197129702
"1883","UPtille",782561101
"1884","UPmidzuno",60732900
"1885","UPmidzuno",61680100
"1886","UPmidzuno",63723001
"1887","UPmidzuno",64511301
"1888","UPbrewer",19723602
"1889","UPsampford_edited",3524902
"1890","UPsampford_edited",217372902
"1891","UPmidzuno",78176301
"1892","UPtille",793158701
"1893","UPbrewer",18090102
"1894","UPmidzuno",82431600
"1895","UPbrewer",28403700
"1896","UPtille",793891601
"1897","UPmidzuno",63927201
