"","expr","time"
"1898","UPbrewer",17870601
"1899","UPsampford_edited",105447800
"1900","UPmidzuno",63215601
"1901","UPtille",1043594201
"1902","UPbrewer",20124900
"1903","UPtille",779860701
"1904","UPsampford_edited",232594100
"1905","UPmidzuno",62922901
"1906","UPbrewer",19901802
"1907","UPbrewer",33180000
"1908","UPmidzuno",62481500
"1909","UPmidzuno",63424001
"1910","UPbrewer",17921701
"1911","UPtille",831011000
"1912","UPmidzuno",64164201
"1913","UPmidzuno",71816101
"1914","UPtille",819165502
"1915","UPsampford_edited",33715301
"1916","UPtille",965185301
"1917","UPsampford_edited",201507101
"1918","UPtille",815260200
"1919","UPbrewer",27839201
"1920","UPmidzuno",61366001
"1921","UPsampford_edited",203294402
"1922","UPmidzuno",62648300
"1923","UPtille",814529901
"1924","UPmidzuno",66043001
"1925","UPtille",820505501
"1926","UPbrewer",31719901
"1927","UPtille",789625801
"1928","UPmidzuno",66146401
"1929","UPsampford_edited",225690301
"1930","UPbrewer",32892601
"1931","UPsampford_edited",205107501
"1932","UPmidzuno",62789400
"1933","UPsampford_edited",208099001
"1934","UPmidzuno",69637401
"1935","UPsampford_edited",209102801
"1936","UPmidzuno",64966502
"1937","UPmidzuno",244535801
"1938","UPbrewer",18738101
"1939","UPsampford_edited",119678201
"1940","UPtille",815843000
"1941","UPtille",785001401
"1942","UPsampford_edited",19152301
"1943","UPbrewer",19473201
"1944","UPtille",803096001
"1945","UPbrewer",25350801
"1946","UPbrewer",20884701
"1947","UPmidzuno",64875700
"1948","UPtille",802068601
"1949","UPsampford_edited",204428501
"1950","UPtille",971710601
"1951","UPbrewer",26855901
"1952","UPsampford_edited",201273002
"1953","UPmidzuno",60219101
"1954","UPmidzuno",80236901
"1955","UPmidzuno",59228302
"1956","UPbrewer",17717901
"1957","UPtille",772275301
"1958","UPtille",798324700
"1959","UPtille",782668001
"1960","UPbrewer",19520501
"1961","UPsampford_edited",182319801
"1962","UPtille",787242501
"1963","UPsampford_edited",48719902
"1964","UPsampford_edited",216397501
"1965","UPbrewer",18006101
"1966","UPmidzuno",65281901
"1967","UPsampford_edited",209483102
"1968","UPsampford_edited",192517801
"1969","UPsampford_edited",212392801
"1970","UPtille",944503301
"1971","UPmidzuno",61849801
"1972","UPbrewer",18248401
"1973","UPbrewer",27891501
"1974","UPsampford_edited",215103601
"1975","UPtille",795328701
"1976","UPtille",789613801
"1977","UPtille",795234600
"1978","UPbrewer",18505001
"1979","UPbrewer",29113001
"1980","UPsampford_edited",101581102
"1981","UPbrewer",30500701
"1982","UPmidzuno",69970400
"1983","UPbrewer",18104301
"1984","UPtille",779045501
"1985","UPsampford_edited",146307201
"1986","UPtille",940941401
"1987","UPsampford_edited",226138501
"1988","UPtille",802122302
"1989","UPbrewer",26960801
"1990","UPmidzuno",65519802
"1991","UPbrewer",19551600
"1992","UPsampford_edited",224507101
"1993","UPbrewer",27590000
"1994","UPmidzuno",70123201
"1995","UPtille",795625601
"1996","UPbrewer",26943101
"1997","UPtille",790432002
"1998","UPmidzuno",67514601
"1999","UPsampford_edited",154576301
"2000","UPmidzuno",64994401
"2001","UPsampford_edited",214327801
"2002","UPtille",966546901
"2003","UPmidzuno",63045401
"2004","UPsampford_edited",213620601
"2005","UPtille",789798401
"2006","UPmidzuno",62864801
"2007","UPbrewer",25143501
"2008","UPsampford_edited",201265601
"2009","UPbrewer",18185801
"2010","UPmidzuno",70053900
"2011","UPsampford_edited",201790400
"2012","UPsampford_edited",156744001
"2013","UPsampford_edited",143822700
"2014","UPmidzuno",62006300
"2015","UPsampford_edited",220111700
"2016","UPmidzuno",61654101
"2017","UPbrewer",28113901
"2018","UPtille",787869500
"2019","UPtille",766419201
"2020","UPmidzuno",90675700
"2021","UPtille",765936301
"2022","UPbrewer",18112201
"2023","UPmidzuno",71172401
"2024","UPbrewer",18189401
"2025","UPmidzuno",65225901
"2026","UPtille",976649601
"2027","UPtille",796526000
"2028","UPmidzuno",61249201
"2029","UPbrewer",25381400
"2030","UPsampford_edited",235381501
"2031","UPtille",810032001
"2032","UPmidzuno",62514101
"2033","UPmidzuno",66907801
"2034","UPbrewer",28601102
"2035","UPbrewer",18134202
"2036","UPmidzuno",73070202
"2037","UPmidzuno",82326302
"2038","UPsampford_edited",201340201
"2039","UPtille",890343601
"2040","UPsampford_edited",146381201
"2041","UPmidzuno",68493900
"2042","UPbrewer",29790901
"2043","UPbrewer",18227101
"2044","UPbrewer",31196600
"2045","UPtille",958292700
"2046","UPmidzuno",61291702
"2047","UPsampford_edited",201854202
"2048","UPbrewer",29008001
"2049","UPmidzuno",66259401
"2050","UPtille",928855501
"2051","UPbrewer",18889201
"2052","UPsampford_edited",207749802
"2053","UPtille",825627102
"2054","UPbrewer",27380201
"2055","UPtille",827145001
"2056","UPmidzuno",71811101
"2057","UPtille",818791501
"2058","UPtille",961308202
"2059","UPsampford_edited",204199201
"2060","UPbrewer",18622201
"2061","UPsampford_edited",214416901
"2062","UPbrewer",29481202
"2063","UPsampford_edited",207778701
"2064","UPbrewer",17143900
"2065","UPmidzuno",67530002
"2066","UPmidzuno",81439801
"2067","UPtille",805747001
"2068","UPsampford_edited",214751602
"2069","UPtille",815305901
"2070","UPsampford_edited",83913501
"2071","UPmidzuno",64297301
"2072","UPsampford_edited",218185901
"2073","UPbrewer",19291001
"2074","UPtille",837501802
"2075","UPtille",800502901
"2076","UPtille",954365701
"2077","UPmidzuno",62402701
"2078","UPtille",800128601
"2079","UPsampford_edited",204425701
"2080","UPsampford_edited",212098601
"2081","UPsampford_edited",147933800
"2082","UPbrewer",18045301
"2083","UPsampford_edited",209376201
"2084","UPbrewer",38901301
"2085","UPbrewer",20250700
"2086","UPtille",843218401
"2087","UPsampford_edited",218176400
"2088","UPtille",833700201
"2089","UPtille",990375401
"2090","UPsampford_edited",12999901
"2091","UPsampford_edited",171118200
"2092","UPsampford_edited",207579800
"2093","UPmidzuno",63868601
"2094","UPmidzuno",66357502
"2095","UPbrewer",27383701
"2096","UPbrewer",18305401
"2097","UPbrewer",31831301
"2098","UPmidzuno",65527501
"2099","UPmidzuno",63706601
"2100","UPmidzuno",64579601
"2101","UPmidzuno",64718900
"2102","UPsampford_edited",217756101
"2103","UPbrewer",30685701
"2104","UPbrewer",18797101
"2105","UPmidzuno",65350401
"2106","UPsampford_edited",208760401
"2107","UPbrewer",29403001
"2108","UPsampford_edited",91646201
"2109","UPmidzuno",63519101
"2110","UPtille",827565401
"2111","UPsampford_edited",30538501
"2112","UPsampford_edited",205033901
"2113","UPbrewer",27598301
"2114","UPtille",823838801
"2115","UPbrewer",18520102
"2116","UPtille",845392802
"2117","UPtille",829715500
"2118","UPmidzuno",232118801
"2119","UPsampford_edited",204993701
"2120","UPbrewer",18665901
"2121","UPmidzuno",74453100
"2122","UPbrewer",17318701
"2123","UPsampford_edited",209396101
"2124","UPtille",813326401
"2125","UPbrewer",36068601
"2126","UPsampford_edited",205839601
"2127","UPtille",834141701
"2128","UPtille",810822701
"2129","UPmidzuno",70135201
"2130","UPbrewer",28778101
"2131","UPsampford_edited",212612401
"2132","UPtille",811104901
"2133","UPmidzuno",72535801
"2134","UPsampford_edited",202949901
"2135","UPmidzuno",69322500
"2136","UPtille",948756602
"2137","UPmidzuno",63734700
"2138","UPsampford_edited",220668000
"2139","UPbrewer",27427201
"2140","UPmidzuno",64159701
"2141","UPtille",829632501
"2142","UPsampford_edited",203522601
"2143","UPsampford_edited",205642801
"2144","UPbrewer",30344001
"2145","UPmidzuno",63265201
"2146","UPsampford_edited",208192201
"2147","UPtille",840221301
"2148","UPtille",814453201
"2149","UPmidzuno",65675102
"2150","UPbrewer",27735901
"2151","UPsampford_edited",210035701
"2152","UPmidzuno",63079101
"2153","UPbrewer",18391500
"2154","UPtille",988739101
"2155","UPbrewer",17485600
"2156","UPmidzuno",65308501
"2157","UPmidzuno",62442401
"2158","UPmidzuno",61201502
"2159","UPsampford_edited",221117700
"2160","UPtille",805231802
"2161","UPtille",843098401
"2162","UPbrewer",19244102
"2163","UPsampford_edited",205951901
"2164","UPtille",838285202
"2165","UPmidzuno",63208401
"2166","UPtille",810992501
"2167","UPmidzuno",64405402
"2168","UPmidzuno",68287101
"2169","UPsampford_edited",204924901
"2170","UPtille",960848300
"2171","UPtille",785387500
"2172","UPtille",789159901
"2173","UPbrewer",17787402
"2174","UPbrewer",35526601
"2175","UPbrewer",25844001
"2176","UPtille",787307701
"2177","UPsampford_edited",194389201
"2178","UPtille",791018001
"2179","UPbrewer",18883902
"2180","UPsampford_edited",207323801
"2181","UPbrewer",27364701
"2182","UPtille",945046001
"2183","UPbrewer",18168102
"2184","UPbrewer",27956601
"2185","UPmidzuno",69322001
"2186","UPsampford_edited",203904901
"2187","UPmidzuno",63806701
"2188","UPsampford_edited",201772201
"2189","UPsampford_edited",59139701
"2190","UPbrewer",27651201
"2191","UPmidzuno",64737300
"2192","UPsampford_edited",253797501
"2193","UPbrewer",24839301
"2194","UPsampford_edited",147034901
"2195","UPbrewer",19034701
"2196","UPbrewer",33799402
"2197","UPbrewer",20010901
"2198","UPmidzuno",74705501
"2199","UPsampford_edited",236765201
"2200","UPbrewer",24498001
"2201","UPmidzuno",91990902
"2202","UPmidzuno",67256901
"2203","UPsampford_edited",228931402
"2204","UPbrewer",31859500
"2205","UPtille",905206801
"2206","UPbrewer",17537800
"2207","UPbrewer",31938601
"2208","UPsampford_edited",22707300
"2209","UPsampford_edited",126810701
"2210","UPbrewer",27811201
"2211","UPbrewer",19496401
"2212","UPbrewer",38169602
"2213","UPmidzuno",66486800
"2214","UPsampford_edited",86963501
"2215","UPtille",874689701
"2216","UPbrewer",18169401
"2217","UPtille",1006643801
"2218","UPsampford_edited",182064002
"2219","UPmidzuno",61882301
"2220","UPbrewer",26076001
"2221","UPbrewer",18031900
"2222","UPbrewer",30086001
"2223","UPbrewer",18204101
"2224","UPbrewer",29046600
"2225","UPmidzuno",60880701
"2226","UPtille",788242401
"2227","UPtille",788930000
"2228","UPmidzuno",63360300
"2229","UPbrewer",26076302
"2230","UPtille",792506501
"2231","UPsampford_edited",214070100
"2232","UPbrewer",18530701
"2233","UPsampford_edited",207669000
"2234","UPtille",830722201
"2235","UPtille",958947901
"2236","UPsampford_edited",203445201
"2237","UPbrewer",17552801
"2238","UPsampford_edited",205378900
"2239","UPtille",819371901
"2240","UPbrewer",28450501
"2241","UPbrewer",18812901
"2242","UPbrewer",30277801
"2243","UPbrewer",18358802
"2244","UPsampford_edited",209079601
"2245","UPtille",828780101
"2246","UPtille",830440402
"2247","UPtille",821426700
"2248","UPsampford_edited",265153501
"2249","UPsampford_edited",149292201
"2250","UPmidzuno",67737401
"2251","UPmidzuno",64800601
"2252","UPtille",974946001
"2253","UPsampford_edited",206576801
"2254","UPbrewer",28268700
"2255","UPbrewer",20482101
"2256","UPmidzuno",64921800
"2257","UPtille",818642701
"2258","UPbrewer",26676002
"2259","UPmidzuno",63931401
"2260","UPtille",838199301
"2261","UPmidzuno",62864801
"2262","UPmidzuno",63347600
"2263","UPmidzuno",65855001
"2264","UPmidzuno",63663002
"2265","UPbrewer",26288601
"2266","UPsampford_edited",232694902
"2267","UPbrewer",18577002
"2268","UPtille",803090901
"2269","UPbrewer",18098001
"2270","UPmidzuno",75212501
"2271","UPbrewer",41271702
"2272","UPbrewer",18396702
"2273","UPsampford_edited",211223900
"2274","UPmidzuno",64050002
"2275","UPtille",961072700
"2276","UPtille",823259501
"2277","UPtille",775225001
"2278","UPtille",808072700
"2279","UPmidzuno",64525701
"2280","UPbrewer",18373601
"2281","UPsampford_edited",203043701
"2282","UPmidzuno",64973101
"2283","UPtille",832519001
"2284","UPtille",978671102
"2285","UPtille",790533901
"2286","UPbrewer",18536901
"2287","UPmidzuno",65310801
"2288","UPtille",801212600
"2289","UPtille",797512202
"2290","UPmidzuno",61179301
"2291","UPsampford_edited",203294901
"2292","UPmidzuno",64347700
"2293","UPtille",825298602
"2294","UPbrewer",29596901
"2295","UPtille",958332101
"2296","UPtille",774698701
"2297","UPbrewer",17892101
"2298","UPtille",794113101
"2299","UPbrewer",25417401
"2300","UPmidzuno",62034601
"2301","UPtille",788518201
"2302","UPtille",784943001
"2303","UPtille",981253301
"2304","UPtille",770199002
"2305","UPmidzuno",89232401
"2306","UPsampford_edited",205703601
"2307","UPsampford_edited",91510001
"2308","UPtille",804025601
"2309","UPtille",793898701
"2310","UPsampford_edited",224607801
"2311","UPsampford_edited",117845601
"2312","UPsampford_edited",203599202
"2313","UPbrewer",18470300
"2314","UPmidzuno",64680001
"2315","UPtille",851267501
"2316","UPtille",960486601
"2317","UPsampford_edited",203424201
"2318","UPmidzuno",66500601
"2319","UPmidzuno",63707901
"2320","UPbrewer",18828402
"2321","UPtille",826833201
"2322","UPmidzuno",63275302
"2323","UPtille",827457901
"2324","UPbrewer",18766201
"2325","UPsampford_edited",206573600
"2326","UPmidzuno",65752201
"2327","UPtille",827209501
"2328","UPmidzuno",65226900
"2329","UPsampford_edited",103238202
"2330","UPbrewer",28019902
"2331","UPbrewer",18703901
"2332","UPtille",1016631701
"2333","UPbrewer",18868501
"2334","UPtille",869701101
"2335","UPmidzuno",70194000
"2336","UPsampford_edited",210143600
"2337","UPmidzuno",64604502
"2338","UPbrewer",29746501
"2339","UPmidzuno",62973302
"2340","UPsampford_edited",156861401
"2341","UPbrewer",27269001
"2342","UPbrewer",23430601
"2343","UPmidzuno",95423001
"2344","UPtille",814635001
"2345","UPmidzuno",63752901
"2346","UPmidzuno",64758101
"2347","UPbrewer",23975701
"2348","UPbrewer",46648102
"2349","UPbrewer",18731401
"2350","UPbrewer",30705701
"2351","UPmidzuno",63339900
"2352","UPbrewer",19231901
"2353","UPsampford_edited",206836201
"2354","UPtille",834108602
"2355","UPtille",800501100
"2356","UPsampford_edited",226723501
"2357","UPmidzuno",222370402
"2358","UPbrewer",27142801
"2359","UPsampford_edited",205135901
"2360","UPbrewer",17078601
"2361","UPsampford_edited",209284201
"2362","UPmidzuno",62357201
"2363","UPmidzuno",62515301
"2364","UPtille",791582301
"2365","UPtille",797297501
"2366","UPsampford_edited",34742002
"2367","UPtille",797091201
"2368","UPbrewer",18340401
"2369","UPmidzuno",71673501
"2370","UPtille",789374802
"2371","UPmidzuno",61041100
"2372","UPtille",944740402
"2373","UPtille",783941401
"2374","UPbrewer",28208901
"2375","UPsampford_edited",233365801
"2376","UPtille",803336702
"2377","UPtille",820716701
"2378","UPsampford_edited",202887001
"2379","UPmidzuno",63364400
"2380","UPtille",819323401
"2381","UPmidzuno",72111801
"2382","UPsampford_edited",70684901
"2383","UPtille",968769801
"2384","UPtille",784252702
"2385","UPmidzuno",68467501
"2386","UPtille",790254001
"2387","UPtille",818053502
"2388","UPtille",775158901
"2389","UPsampford_edited",223894702
"2390","UPbrewer",18885001
"2391","UPtille",967221800
"2392","UPbrewer",25774700
"2393","UPtille",768677401
"2394","UPbrewer",18391001
"2395","UPsampford_edited",224758201
"2396","UPsampford_edited",110195401
"2397","UPbrewer",31324200
"2398","UPbrewer",17779301
"2399","UPtille",845307201
"2400","UPtille",802001300
"2401","UPsampford_edited",218939100
"2402","UPbrewer",26841600
"2403","UPbrewer",18378802
"2404","UPsampford_edited",208128801
"2405","UPmidzuno",65086501
"2406","UPmidzuno",71871601
"2407","UPtille",814953601
"2408","UPsampford_edited",206995400
"2409","UPtille",963315100
"2410","UPbrewer",32399000
"2411","UPsampford_edited",21305302
"2412","UPtille",797277701
"2413","UPmidzuno",62707902
"2414","UPsampford_edited",47089201
"2415","UPbrewer",27828401
"2416","UPsampford_edited",206999701
"2417","UPmidzuno",61205002
"2418","UPsampford_edited",203008401
"2419","UPsampford_edited",198947500
"2420","UPmidzuno",81134100
"2421","UPmidzuno",67892901
"2422","UPmidzuno",64828702
"2423","UPbrewer",17635902
"2424","UPmidzuno",70867701
"2425","UPmidzuno",63818701
"2426","UPtille",798048701
"2427","UPbrewer",27936901
"2428","UPtille",807029902
"2429","UPsampford_edited",230591001
"2430","UPbrewer",18492101
"2431","UPsampford_edited",206390201
"2432","UPbrewer",26748601
"2433","UPsampford_edited",212303402
"2434","UPbrewer",18084500
"2435","UPbrewer",30001101
"2436","UPmidzuno",63461201
"2437","UPmidzuno",63509101
"2438","UPmidzuno",61485001
"2439","UPmidzuno",60647802
"2440","UPbrewer",26276700
"2441","UPbrewer",18849402
"2442","UPtille",957358801
"2443","UPtille",818306501
"2444","UPmidzuno",62772001
"2445","UPsampford_edited",124187801
"2446","UPtille",790318901
"2447","UPtille",789405701
"2448","UPmidzuno",61439801
"2449","UPbrewer",26382202
"2450","UPtille",783569801
"2451","UPbrewer",30817902
"2452","UPmidzuno",60721001
"2453","UPsampford_edited",207038702
"2454","UPmidzuno",219742201
"2455","UPmidzuno",60084101
"2456","UPsampford_edited",56740901
"2457","UPbrewer",26871001
"2458","UPtille",786139600
"2459","UPmidzuno",60605001
"2460","UPbrewer",17858502
"2461","UPtille",836673600
"2462","UPsampford_edited",17468700
"2463","UPsampford_edited",194219402
"2464","UPtille",812834901
"2465","UPbrewer",25926401
"2466","UPbrewer",21825001
"2467","UPsampford_edited",153556001
"2468","UPbrewer",32204201
"2469","UPbrewer",18126602
"2470","UPsampford_edited",207344000
"2471","UPbrewer",27330401
"2472","UPmidzuno",60505500
"2473","UPmidzuno",78530400
"2474","UPmidzuno",62745801
"2475","UPmidzuno",61474001
"2476","UPmidzuno",66746402
"2477","UPtille",773615300
"2478","UPtille",1003970101
"2479","UPsampford_edited",222325502
"2480","UPtille",794436801
"2481","UPmidzuno",64175200
"2482","UPmidzuno",82200201
"2483","UPsampford_edited",209853100
"2484","UPmidzuno",64336700
"2485","UPmidzuno",64483001
"2486","UPsampford_edited",215380801
"2487","UPsampford_edited",202662801
"2488","UPbrewer",30202000
"2489","UPtille",815366001
"2490","UPmidzuno",62425301
"2491","UPmidzuno",64897502
"2492","UPtille",819870801
"2493","UPsampford_edited",201748700
"2494","UPbrewer",28073401
"2495","UPtille",1061902601
"2496","UPmidzuno",62923601
"2497","UPmidzuno",61284001
"2498","UPtille",784733801
"2499","UPbrewer",27577201
"2500","UPsampford_edited",202006601
"2501","UPmidzuno",66102302
"2502","UPtille",816514000
"2503","UPtille",817839301
"2504","UPmidzuno",64276100
"2505","UPbrewer",27704901
"2506","UPbrewer",17878501
"2507","UPsampford_edited",208561700
"2508","UPbrewer",28701501
"2509","UPtille",820054301
"2510","UPsampford_edited",206154401
"2511","UPtille",965094201
"2512","UPmidzuno",63282800
"2513","UPmidzuno",61184101
"2514","UPmidzuno",63455401
"2515","UPbrewer",25417500
"2516","UPmidzuno",94235901
"2517","UPmidzuno",60993301
"2518","UPmidzuno",62752101
"2519","UPbrewer",19608400
"2520","UPtille",775251001
"2521","UPtille",807715401
"2522","UPsampford_edited",207275802
"2523","UPsampford_edited",240374401
"2524","UPbrewer",18141401
"2525","UPbrewer",28166601
"2526","UPbrewer",18978800
"2527","UPsampford_edited",203459400
"2528","UPtille",806975802
"2529","UPtille",951264701
"2530","UPmidzuno",67308202
"2531","UPtille",770238701
"2532","UPtille",798506901
"2533","UPsampford_edited",205484501
"2534","UPtille",826376302
"2535","UPmidzuno",74038500
"2536","UPsampford_edited",4673900
"2537","UPsampford_edited",206688501
"2538","UPbrewer",19276201
"2539","UPtille",830817401
"2540","UPtille",991879001
"2541","UPsampford_edited",208489101
"2542","UPsampford_edited",222978202
"2543","UPsampford_edited",207098901
"2544","UPmidzuno",64069200
"2545","UPsampford_edited",204410102
"2546","UPsampford_edited",201043201
"2547","UPbrewer",18035301
"2548","UPtille",835588301
"2549","UPmidzuno",64103801
"2550","UPmidzuno",62049801
"2551","UPmidzuno",66196801
"2552","UPtille",843800101
"2553","UPbrewer",17963200
"2554","UPbrewer",29750701
"2555","UPmidzuno",65988102
"2556","UPbrewer",19409401
"2557","UPmidzuno",64664101
"2558","UPbrewer",26162101
"2559","UPtille",815145100
"2560","UPmidzuno",63459501
"2561","UPbrewer",28208500
"2562","UPmidzuno",65486901
"2563","UPsampford_edited",100107002
"2564","UPmidzuno",64826701
"2565","UPtille",1007860602
"2566","UPbrewer",19038101
"2567","UPmidzuno",62076101
"2568","UPsampford_edited",223849301
"2569","UPtille",793777101
"2570","UPsampford_edited",216840302
"2571","UPbrewer",33454201
"2572","UPbrewer",23454901
"2573","UPmidzuno",67118001
"2574","UPbrewer",26423401
"2575","UPtille",823414701
"2576","UPsampford_edited",210794701
"2577","UPsampford_edited",205743701
"2578","UPtille",830862701
"2579","UPbrewer",28778601
"2580","UPsampford_edited",205275202
"2581","UPsampford_edited",204795002
"2582","UPmidzuno",64679901
"2583","UPtille",831939502
"2584","UPsampford_edited",202381401
"2585","UPmidzuno",64580900
"2586","UPmidzuno",72050001
"2587","UPmidzuno",64366601
"2588","UPmidzuno",87105401
"2589","UPmidzuno",223732001
"2590","UPmidzuno",63731501
"2591","UPtille",796758601
"2592","UPtille",778342102
"2593","UPsampford_edited",234554501
"2594","UPbrewer",30389100
"2595","UPbrewer",19652100
"2596","UPsampford_edited",216283602
"2597","UPmidzuno",84514701
"2598","UPtille",821620101
"2599","UPmidzuno",72755901
"2600","UPtille",828503100
"2601","UPsampford_edited",201694400
"2602","UPtille",995138101
"2603","UPsampford_edited",11548400
"2604","UPmidzuno",67727300
"2605","UPmidzuno",60638600
"2606","UPtille",790158201
"2607","UPmidzuno",62226602
"2608","UPmidzuno",71378101
"2609","UPtille",763098800
"2610","UPsampford_edited",232534301
"2611","UPtille",770727400
"2612","UPmidzuno",81655301
"2613","UPsampford_edited",204405401
"2614","UPtille",764996601
"2615","UPbrewer",26558201
"2616","UPbrewer",37741100
"2617","UPsampford_edited",213751701
"2618","UPtille",953258101
"2619","UPtille",773275401
"2620","UPbrewer",18544501
"2621","UPbrewer",28984301
"2622","UPbrewer",18641900
"2623","UPsampford_edited",253626901
"2624","UPbrewer",29627301
"2625","UPmidzuno",62656401
"2626","UPbrewer",18219901
"2627","UPtille",820597100
"2628","UPtille",781961702
"2629","UPtille",785676400
"2630","UPtille",949427902
"2631","UPbrewer",27316501
"2632","UPbrewer",17296501
"2633","UPtille",791363401
"2634","UPsampford_edited",206577901
"2635","UPbrewer",27233701
"2636","UPbrewer",18355700
"2637","UPmidzuno",71963600
"2638","UPbrewer",33245001
"2639","UPmidzuno",66378001
"2640","UPsampford_edited",124836701
"2641","UPtille",826043301
"2642","UPsampford_edited",207179801
"2643","UPbrewer",17649701
"2644","UPtille",877826500
"2645","UPsampford_edited",209816400
"2646","UPmidzuno",86245801
"2647","UPsampford_edited",207919601
"2648","UPbrewer",18028601
"2649","UPsampford_edited",205890801
"2650","UPbrewer",29072401
"2651","UPsampford_edited",62202901
"2652","UPtille",977922501
"2653","UPsampford_edited",205196601
"2654","UPtille",826518902
"2655","UPsampford_edited",219695001
"2656","UPmidzuno",68398300
"2657","UPbrewer",25439701
"2658","UPmidzuno",66067801
"2659","UPsampford_edited",228105001
"2660","UPmidzuno",64172601
"2661","UPtille",806671500
"2662","UPmidzuno",73544901
"2663","UPsampford_edited",143833101
"2664","UPmidzuno",63417001
"2665","UPsampford_edited",219758001
"2666","UPtille",819018202
"2667","UPtille",795997701
"2668","UPtille",977387401
"2669","UPtille",792194301
"2670","UPtille",797330901
"2671","UPbrewer",32953802
"2672","UPtille",794407701
"2673","UPbrewer",20331601
"2674","UPsampford_edited",207458701
"2675","UPsampford_edited",216408601
"2676","UPtille",810760601
"2677","UPtille",956896401
"2678","UPtille",792296401
"2679","UPtille",768570901
"2680","UPmidzuno",61301201
"2681","UPbrewer",29282100
"2682","UPbrewer",18806001
"2683","UPsampford_edited",235998102
"2684","UPtille",811814201
"2685","UPbrewer",41980801
"2686","UPbrewer",25289801
"2687","UPmidzuno",68430201
"2688","UPtille",815991802
"2689","UPbrewer",17525200
"2690","UPtille",953624202
"2691","UPbrewer",26543500
"2692","UPmidzuno",62412401
"2693","UPbrewer",18206801
"2694","UPmidzuno",80704001
"2695","UPtille",773616001
"2696","UPbrewer",17759101
"2697","UPtille",792227601
"2698","UPmidzuno",62105101
"2699","UPsampford_edited",202495201
"2700","UPtille",814516400
"2701","UPbrewer",27279001
"2702","UPsampford_edited",205038502
"2703","UPsampford_edited",221856101
"2704","UPtille",797719901
"2705","UPsampford_edited",5183201
"2706","UPmidzuno",76414501
"2707","UPmidzuno",240264101
"2708","UPsampford_edited",201418601
"2709","UPsampford_edited",203354100
"2710","UPsampford_edited",205512501
"2711","UPsampford_edited",189820801
"2712","UPbrewer",16586701
"2713","UPtille",814006601
"2714","UPtille",820102901
"2715","UPmidzuno",63515401
"2716","UPtille",828489502
"2717","UPtille",816895901
"2718","UPsampford_edited",214188401
"2719","UPsampford_edited",219688201
"2720","UPtille",970667501
"2721","UPsampford_edited",169185501
"2722","UPsampford_edited",131503301
"2723","UPmidzuno",61403601
"2724","UPsampford_edited",217618800
"2725","UPmidzuno",61011401
"2726","UPsampford_edited",189583401
"2727","UPsampford_edited",201487001
"2728","UPtille",782642200
"2729","UPtille",766180700
"2730","UPbrewer",42586701
"2731","UPtille",763794200
"2732","UPtille",782009801
"2733","UPsampford_edited",202684001
"2734","UPtille",1028442500
"2735","UPsampford_edited",203286102
"2736","UPsampford_edited",233249301
"2737","UPsampford_edited",42014601
"2738","UPmidzuno",60881701
"2739","UPmidzuno",62528501
"2740","UPbrewer",18459700
"2741","UPmidzuno",62608901
"2742","UPtille",836872101
"2743","UPmidzuno",74578301
"2744","UPsampford_edited",162166902
"2745","UPmidzuno",75836300
"2746","UPsampford_edited",208190801
"2747","UPmidzuno",60979101
"2748","UPmidzuno",62657901
"2749","UPbrewer",19306801
"2750","UPtille",797445801
"2751","UPmidzuno",64630101
"2752","UPbrewer",18320901
"2753","UPsampford_edited",208679902
"2754","UPsampford_edited",201309101
"2755","UPtille",8.13e+08
"2756","UPmidzuno",61207601
"2757","UPbrewer",25621902
"2758","UPsampford_edited",216193800
"2759","UPsampford_edited",190604501
"2760","UPsampford_edited",212373101
"2761","UPsampford_edited",112190300
"2762","UPmidzuno",66072701
"2763","UPbrewer",24804300
"2764","UPbrewer",17945801
"2765","UPbrewer",29880501
"2766","UPbrewer",18445402
"2767","UPmidzuno",68679801
"2768","UPsampford_edited",231675701
"2769","UPmidzuno",65252301
"2770","UPsampford_edited",205028100
"2771","UPsampford_edited",206090401
"2772","UPbrewer",18096601
"2773","UPtille",966811601
"2774","UPbrewer",26799200
"2775","UPmidzuno",62929401
"2776","UPbrewer",19319601
"2777","UPbrewer",30700601
"2778","UPsampford_edited",79697801
"2779","UPmidzuno",63101601
"2780","UPsampford_edited",199290801
"2781","UPmidzuno",86329400
"2782","UPmidzuno",74256801
"2783","UPsampford_edited",200962802
"2784","UPtille",820985801
"2785","UPtille",799405801
"2786","UPmidzuno",62748701
"2787","UPtille",819413701
"2788","UPtille",1022718901
"2789","UPmidzuno",62153101
"2790","UPtille",796684502
"2791","UPbrewer",18223201
"2792","UPtille",840839701
"2793","UPbrewer",26027501
"2794","UPmidzuno",66932302
"2795","UPbrewer",23424301
"2796","UPbrewer",37392401
"2797","UPtille",856516201
"2798","UPsampford_edited",221238001
"2799","UPsampford_edited",247359501
"2800","UPsampford_edited",239270002
"2801","UPmidzuno",70062001
"2802","UPtille",987955000
"2803","UPbrewer",19730301
"2804","UPsampford_edited",220458401
"2805","UPmidzuno",80824401
"2806","UPsampford_edited",244505501
"2807","UPmidzuno",73362801
"2808","UPbrewer",26878701
"2809","UPmidzuno",76341601
"2810","UPtille",1130864502
"2811","UPbrewer",20937201
"2812","UPmidzuno",67536001
"2813","UPtille",850022301
"2814","UPtille",866468301
"2815","UPmidzuno",74364901
"2816","UPbrewer",27216901
